subject,rel_lemma,object,rel_p_id,query,prompt,model_output,output_probs
Middle Dutch,is-subclass,Dutch,P279,Middle Dutch is a subclass of,"Complete the sentence. Answer with one word. ""Middle Dutch is a subclass of""",West Germanic,"[[[""West"", ""0.167351""], [""Low"", ""0.115019""], [""Proto"", ""0.108050""], [""German"", ""0.101504""], [""Old"", ""0.065536""]], [["" Germanic"", ""0.940053""], ["" German"", ""0.014274""], [""-G"", ""0.005590""], ["" Central"", ""0.002189""], [""phal"", ""0.001815""]], [["""", ""0.894732""], [""."", ""0.083223""], ["" dialect"", ""0.004998""], ["" dialects"", ""0.003657""], ["" languages"", ""0.003031""]]]"
BCG vaccine,is-subclass,vaccine,P279,"BCG vaccine,  a type of","Complete the sentence. Answer with one word. ""BCG vaccine,  a type of""",Live virus.,"[[[""Live"", ""0.179479""], [""D"", ""0.123354""], [""M"", ""0.074818""], [""Small"", ""0.037621""], [""At"", ""0.033200""]], [["" virus"", ""0.268794""], ["" attenuated"", ""0.252508""], [""-at"", ""0.077011""], ["" viral"", ""0.052929""], ["" bacterial"", ""0.038723""]], [[""."", ""0.707707""], ["""", ""0.178936""], ["" vaccine"", ""0.035235""], ["" ("", ""0.015635""], [""\n"", ""0.014688""]], [["""", ""0.990278""], ["" ("", ""0.004586""], ["" *("", ""0.001585""], ["" **("", ""0.000483""], ["" (*"", ""0.000138""]]]"
landscape ecology,is-subclass,ecology,P279,"landscape ecology, which is a subclass of","Complete the sentence. Answer with one word. ""landscape ecology, which is a subclass of""",ecology,"[[[""ec"", ""0.490328""], [""Ec"", ""0.123974""], [""E"", ""0.090702""], [""**"", ""0.051680""], [""bi"", ""0.045608""]], [[""ology"", ""0.954776""], [""os"", ""0.032671""], [""ological"", ""0.008260""], [""ologist"", ""0.000386""], [""ography"", ""0.000363""]], [["""", ""0.942804""], [""."", ""0.018382""], [""\n\n"", ""0.004947""], [""\n"", ""0.004947""], ["" ("", ""0.001820""]]]"
British L-class submarine,is-subclass,submarine,P279,"British L-class submarine,  a type of","Complete the sentence. Answer with one word. ""British L-class submarine,  a type of""",Stealth,"[[[""Ste"", ""0.075065""], [""Under"", ""0.070517""], [""N"", ""0.070517""], [""O"", ""0.062231""], [""D"", ""0.054919""]], [[""alth"", ""0.842640""], [""el"", ""0.146429""], [""am"", ""0.001118""], [""eled"", ""0.000871""], [""en"", ""0.000871""]], [["""", ""0.487261""], [""."", ""0.379479""], [""y"", ""0.024259""], [""\n\n"", ""0.022789""], ["".\n\n"", ""0.009500""]]]"
character actor,is-subclass,actor,P279,"character actor,  a type of","Complete the sentence. Answer with one word. ""character actor,  a type of""","Character actor, a type of **supporting actor**.","[[[""Character"", ""0.176662""], [""Actor"", ""0.073643""], [""**"", ""0.073643""], [""character"", ""0.050614""], [""Com"", ""0.034787""]], [["" actor"", ""0.902726""], ["" Actor"", ""0.035002""], [""."", ""0.010028""], [""\n\n"", ""0.007810""], ["""", ""0.006475""]], [["","", ""0.330147""], ["""", ""0.241541""], [""."", ""0.100689""], ["" **"", ""0.069203""], [""\n\n"", ""0.028848""]], [["" a"", ""0.822881""], ["" **"", ""0.142995""], ["" "", ""0.013301""], ["" *"", ""0.011027""], ["" an"", ""0.000905""]], [["" type"", ""0.982025""], ["" **"", ""0.014911""], ["" *"", ""0.001080""], ["" kind"", ""0.000137""], ["" character"", ""0.000129""]], [["" of"", ""0.999346""], ["" is"", ""0.000315""], ["" **"", ""0.000055""], ["".of"", ""0.000011""], ["" oft"", ""0.000011""]], [["" **"", ""0.887038""], ["" **\"""", ""0.087829""], ["" actor"", ""0.003005""], ["" supporting"", ""0.002823""], ["" *"", ""0.001712""]], [[""support"", ""0.201423""], [""regular"", ""0.147364""], [""actor"", ""0.089381""], [""main"", ""0.044944""], [""com"", ""0.042221""]], [[""ing"", ""0.951927""], ["" actor"", ""0.032573""], ["" player"", ""0.002846""], [""**"", ""0.002846""], ["" cast"", ""0.002360""]], [["" actor"", ""0.905583""], ["" cast"", ""0.021297""], ["" character"", ""0.021297""], ["" role"", ""0.020007""], [""**"", ""0.012135""]], [[""**."", ""0.840321""], [""**"", ""0.146026""], [""**.\n\n"", ""0.003891""], ["".**"", ""0.003434""], [""**\n\n"", ""0.001524""]], [["""", ""0.993448""], ["" *("", ""0.002173""], ["" ("", ""0.001403""], ["" Alternatively"", ""0.000215""], ["" (*"", ""0.000168""]]]"
Integrin subunit alpha 3,is-subclass,protein,P279,"Integrin subunit alpha 3,  a type of","Complete the sentence. Answer with one word. ""Integrin subunit alpha 3,  a type of""",**receptor**.,"[[[""Re"", ""0.150508""], [""**"", ""0.150508""], [""Integr"", ""0.085757""], [""Cell"", ""0.080561""], [""G"", ""0.075680""]], [[""re"", ""0.357447""], [""integr"", ""0.245669""], [""cell"", ""0.149006""], [""gly"", ""0.074925""], [""G"", ""0.029341""]], [[""ceptor"", ""0.995877""], [""ceptors"", ""0.002797""], [""cept"", ""0.000908""], [""ceptive"", ""0.000108""], [""cep"", ""0.000075""]], [[""**."", ""0.501555""], [""**"", ""0.442621""], ["" protein"", ""0.015146""], ["".**"", ""0.014228""], [""**\n\n"", ""0.007616""]], [["""", ""0.989545""], ["" *("", ""0.003353""], ["" ("", ""0.003150""], ["" **("", ""0.000353""], ["" (*"", ""0.000312""]]]"
ATP binding cassette subfamily B member 1,is-subclass,protein,P279,"ATP binding cassette subfamily B member 1,  a type of","Complete the sentence. Answer with one word. ""ATP binding cassette subfamily B member 1,  a type of""",Protein pump,"[[[""Pro"", ""0.265242""], [""protein"", ""0.141974""], [""m"", ""0.052229""], [""\"""", ""0.052229""], [""**"", ""0.049065""]], [[""tein"", ""0.998388""], [""k"", ""0.000519""], [""protein"", ""0.000123""], [""per"", ""0.000116""], [""te"", ""0.000080""]], [["" pump"", ""0.480367""], [""."", ""0.310148""], ["""", ""0.137628""], ["" transporter"", ""0.032689""], ["" Pump"", ""0.007764""]], [["""", ""0.665892""], [""."", ""0.314545""], ["" ("", ""0.007874""], [""\n"", ""0.001651""], [""\n\n\n"", ""0.000883""]]]"
verbal noun,is-subclass,noun,P279,"verbal noun,  a subclass of","Complete the sentence. Answer with one word. ""verbal noun,  a subclass of""",Noun,"[[[""N"", ""0.144583""], [""Abstract"", ""0.127594""], [""Nom"", ""0.119863""], [""abstract"", ""0.077390""], [""Sem"", ""0.077390""]], [[""oun"", ""0.997665""], [""omen"", ""0.001324""], [""aming"", ""0.000203""], [""arr"", ""0.000102""], [""omin"", ""0.000090""]], [["""", ""0.292840""], [""."", ""0.214246""], ["" phrase"", ""0.101203""], [""ism"", ""0.057664""], [""oid"", ""0.050888""]]]"
multi-purpose stadium,is-subclass,stadium,P279,"multi-purpose stadium,  a type of","Complete the sentence. Answer with one word. ""multi-purpose stadium,  a type of""",Sports arena,"[[[""Sports"", ""0.224700""], [""Arena"", ""0.145077""], [""A"", ""0.106141""], [""s"", ""0.077654""], [""Sport"", ""0.060477""]], [["" arena"", ""0.416268""], ["" facility"", ""0.135142""], ["" complex"", ""0.119263""], ["""", ""0.092882""], ["" venue"", ""0.077002""]], [["""", ""0.888085""], [""."", ""0.082605""], ["" ("", ""0.008706""], [""\n\n"", ""0.004378""], [""\n"", ""0.004113""]]]"
B-type asteroid,is-subclass,asteroid,P279,"B-type asteroid,  a type of","Complete the sentence. Answer with one word. ""B-type asteroid,  a type of""",Carbonaceous,"[[[""Carbon"", ""0.251792""], [""Main"", ""0.111732""], [""C"", ""0.092629""], [""Com"", ""0.063663""], [""Near"", ""0.043755""]], [[""aceous"", ""0.967509""], [""-rich"", ""0.020080""], [""."", ""0.003954""], ["".\n\n"", ""0.001548""], [""\n\n"", ""0.001455""]], [["""", ""0.597035""], [""."", ""0.362120""], ["" asteroid"", ""0.021747""], [""\n\n"", ""0.004852""], ["" ("", ""0.003335""]]]"
management accounting,is-subclass,accounting,P279,"management accounting,  a type of","Complete the sentence. Answer with one word. ""management accounting,  a type of""",Financial accounting,"[[[""Financial"", ""0.327870""], [""fin"", ""0.093936""], [""Cost"", ""0.088245""], [""**"", ""0.077876""], [""Fin"", ""0.064561""]], [["" accounting"", ""0.956784""], ["" Accounting"", ""0.013648""], ["" **"", ""0.012044""], ["" reporting"", ""0.004162""], ["" management"", ""0.002093""]], [["""", ""0.575643""], [""."", ""0.289452""], [""?"", ""0.023760""], ["" system"", ""0.010543""], ["" ("", ""0.009304""]]]"
Australian Shepherd,is-subclass,dog,P279,"Australian Shepherd,  a type of","Complete the sentence. Answer with one word. ""Australian Shepherd,  a type of""",Dog,"[[[""Dog"", ""0.226926""], [""her"", ""0.146515""], [""Bre"", ""0.114106""], [""Her"", ""0.100698""], [""D"", ""0.057376""]], [["""", ""0.538215""], [""."", ""0.369909""], ["" breed"", ""0.053290""], [""\n"", ""0.010494""], ["" ("", ""0.005979""]]]"
personal defense weapon,is-subclass,firearm,P279,"personal defense weapon,  a type of","Complete the sentence. Answer with one word. ""personal defense weapon,  a type of""",Firearm.,"[[[""Fire"", ""0.273189""], [""P"", ""0.155659""], [""G"", ""0.146228""], [""Hand"", ""0.121227""], [""Small"", ""0.039357""]], [[""arm"", ""0.994744""], [""arms"", ""0.004607""], [""arme"", ""0.000115""], [""arming"", ""0.000090""], ["" arm"", ""0.000084""]], [[""."", ""0.553676""], ["""", ""0.431203""], ["" ("", ""0.006151""], [""\n"", ""0.001461""], [""\n\n"", ""0.000735""]], [["""", ""0.996638""], ["" ("", ""0.001096""], ["" *("", ""0.000518""], ["" �"", ""0.000102""], ["" pistol"", ""0.000066""]]]"
Pony car,is-subclass,car,P279,Pony car is a subclass of,"Complete the sentence. Answer with one word. ""Pony car is a subclass of""",Classic car.,"[[[""Classic"", ""0.127767""], [""Aut"", ""0.093476""], [""**"", ""0.077494""], [""Sports"", ""0.068388""], [""Sport"", ""0.064245""]], [["" car"", ""0.884573""], ["" sports"", ""0.023573""], ["" American"", ""0.019543""], ["" muscle"", ""0.013432""], ["" coupe"", ""0.007653""]], [[""."", ""0.587969""], ["""", ""0.404105""], ["" ("", ""0.002121""], [""\n"", ""0.001286""], [""\n\n"", ""0.000608""]], [["""", ""0.997228""], ["" *("", ""0.000552""], ["" ("", ""0.000518""], ["" �"", ""0.000203""], ["" **("", ""0.000079""]]]"
computer font,is-subclass,font,P279,"computer font,  a type of","Complete the sentence. Answer with one word. ""computer font,  a type of""",Typography,"[[[""Typography"", ""0.121748""], [""**"", ""0.065167""], [""Font"", ""0.050752""], [""font"", ""0.050752""], [""G"", ""0.037131""]], [["""", ""0.572273""], [""."", ""0.393317""], ["" ("", ""0.017281""], [""\n"", ""0.001939""], ["" system"", ""0.001419""]]]"
CD19 molecule,is-subclass,protein,P279,"CD19 molecule,  a type of","Complete the sentence. Answer with one word. ""CD19 molecule,  a type of""",Antigen,"[[[""Ant"", ""0.443525""], [""**"", ""0.077073""], [""CD"", ""0.046747""], [""Cell"", ""0.034201""], [""Re"", ""0.028354""]], [[""igen"", ""0.941862""], [""ib"", ""0.053136""], [""igens"", ""0.001174""], [""ig"", ""0.000973""], [""ígen"", ""0.000555""]], [["""", ""0.717326""], [""."", ""0.263890""], ["" receptor"", ""0.003322""], [""\n\n"", ""0.002754""], [""\n\n\n"", ""0.001778""]]]"
multiplication algorithm,is-subclass,algorithm,P279,"multiplication algorithm,  a type of","Complete the sentence. Answer with one word. ""multiplication algorithm,  a type of""",Division-based,"[[[""Division"", ""0.177958""], [""Fast"", ""0.114898""], [""Add"", ""0.054274""], [""division"", ""0.050986""], [""Ar"", ""0.050986""]], [[""-based"", ""0.421291""], [""."", ""0.289549""], ["""", ""0.199004""], ["" algorithm"", ""0.011227""], [""\n"", ""0.010547""]], [["""", ""0.552890""], [""."", ""0.356973""], ["" algorithm"", ""0.031192""], ["" arithmetic"", ""0.016696""], [""\n"", ""0.007887""]]]"
Rapakivi granite,is-subclass,granite,P279,"Rapakivi granite,  a type of","Complete the sentence. Answer with one word. ""Rapakivi granite,  a type of""",Igneous rock,"[[[""Ig"", ""0.467668""], [""M"", ""0.055855""], [""igne"", ""0.052471""], [""met"", ""0.036063""], [""**"", ""0.033878""]], [[""ne"", ""0.994717""], [""neo"", ""0.001920""], [""nec"", ""0.000428""], [""nea"", ""0.000334""], [""nee"", ""0.000294""]], [[""ous"", ""0.999823""], [""us"", ""0.000066""], [""uous"", ""0.000035""], [""ious"", ""0.000013""], [""ously"", ""0.000011""]], [["" rock"", ""0.509988""], ["""", ""0.450063""], [""."", ""0.008775""], ["" rocks"", ""0.003436""], [""\n"", ""0.003436""]], [["""", ""0.773375""], [""."", ""0.221576""], ["" ("", ""0.001092""], [""\n"", ""0.000516""], [""?"", ""0.000157""]]]"
complex volcano,is-subclass,volcano,P279,"complex volcano,  a type of","Complete the sentence. Answer with one word. ""complex volcano,  a type of""",Shield.,"[[[""Sh"", ""0.367443""], [""Str"", ""0.367443""], [""shield"", ""0.067970""], [""str"", ""0.020730""], [""Composite"", ""0.019474""]], [[""ield"", ""0.994811""], [""ields"", ""0.002466""], [""IELD"", ""0.001165""], [""iel"", ""0.000852""], [""ild"", ""0.000131""]], [[""."", ""0.364589""], ["""", ""0.283942""], ["" volcano"", ""0.266739""], ["" Vol"", ""0.005201""], [""-like"", ""0.003574""]], [["""", ""0.978701""], ["" ("", ""0.004532""], ["" *("", ""0.002749""], ["" **"", ""0.000950""], ["" Shield"", ""0.000653""]]]"
beam bridge,is-subclass,bridge,P279,"beam bridge,  a type of","Complete the sentence. Answer with one word. ""beam bridge,  a type of""",cable-stayed,"[[[""c"", ""0.322461""], [""C"", ""0.098345""], [""**"", ""0.059649""], [""P"", ""0.046455""], [""Cant"", ""0.036179""]], [[""able"", ""0.777164""], [""ant"", ""0.173409""], [""ables"", ""0.018277""], [""aten"", ""0.005934""], [""anton"", ""0.005574""]], [[""-st"", ""0.961174""], [""-supported"", ""0.029025""], ["""", ""0.003690""], [""-s"", ""0.002238""], [""-"", ""0.000365""]], [[""ay"", ""0.998238""], [""ays"", ""0.000666""], ["" stay"", ""0.000315""], ["" stays"", ""0.000179""], [""AY"", ""0.000158""]], [[""ed"", ""0.999748""], ["""", ""0.000169""], [""."", ""0.000033""], [""ing"", ""0.000010""], [""d"", ""0.000005""]], [["""", ""0.969863""], [""."", ""0.014727""], ["" bridge"", ""0.005418""], ["" suspension"", ""0.001759""], [""\n\n"", ""0.000689""]]]"
Mucolipin 1,is-subclass,protein,P279,"Mucolipin 1,  a type of","Complete the sentence. Answer with one word. ""Mucolipin 1,  a type of""",Channel.,"[[[""Channel"", ""0.171481""], [""Pro"", ""0.104008""], [""Trans"", ""0.067153""], [""**"", ""0.063084""], [""TR"", ""0.055672""]], [[""."", ""0.490742""], ["""", ""0.433078""], ["" protein"", ""0.022952""], [""\n"", ""0.004520""], [""opathy"", ""0.002741""]], [["""", ""0.991476""], ["" ("", ""0.001400""], ["" *("", ""0.000584""], ["" **("", ""0.000584""], ["" "", ""0.000101""]]]"
chocolate cake,is-subclass,cake,P279,"chocolate cake,  a type of","Complete the sentence. Answer with one word. ""chocolate cake,  a type of""",Dessert,"[[[""D"", ""0.162123""], [""B"", ""0.111426""], [""dess"", ""0.104675""], [""Sweet"", ""0.067583""], [""**"", ""0.063488""]], [[""ess"", ""0.992287""], [""utch"", ""0.003158""], [""ense"", ""0.000584""], [""és"", ""0.000549""], [""ough"", ""0.000455""]], [[""ert"", ""0.999790""], [""erts"", ""0.000043""], [""et"", ""0.000020""], [""ertation"", ""0.000017""], [""erty"", ""0.000017""]], [["""", ""0.912976""], [""."", ""0.066136""], ["" cake"", ""0.005779""], [""\n"", ""0.003505""], [""\n\n\n"", ""0.001876""]]]"
G and H-class destroyer,is-subclass,destroyer,P279,"G and H-class destroyer,  a type of","Complete the sentence. Answer with one word. ""G and H-class destroyer,  a type of""",**Japanese**,"[[[""**"", ""0.142404""], [""Gu"", ""0.104185""], [""G"", ""0.071605""], [""D"", ""0.038328""], [""W"", ""0.033824""]], [[""Japanese"", ""0.211562""], [""Gu"", ""0.120544""], [""gu"", ""0.053491""], [""Japan"", ""0.026897""], [""light"", ""0.026897""]], [[""**"", ""0.392814""], [""**\n\n"", ""0.127528""], ["" wars"", ""0.038894""], ["" destroyer"", ""0.036537""], ["" aircraft"", ""0.026731""]], [["""", ""0.901709""], ["" ("", ""0.042174""], ["" destroyer"", ""0.012862""], ["" *("", ""0.011351""], ["" (*"", ""0.009410""]]]"
action film,is-subclass,film,P279,"action film,  a type of","Complete the sentence. Answer with one word. ""action film,  a type of""",Genre.,"[[[""Genre"", ""0.208964""], [""**"", ""0.087109""], [""genre"", ""0.072216""], [""Action"", ""0.056242""], [""S"", ""0.043801""]], [[""."", ""0.475019""], ["""", ""0.393805""], [""\n"", ""0.044184""], ["":"", ""0.017303""], ["".\n"", ""0.008173""]], [["""", ""0.984339""], ["" *("", ""0.003779""], ["" ("", ""0.003133""], ["" (*"", ""0.000424""], ["" **("", ""0.000374""]]]"
advanced mathematics,is-subclass,mathematics,P279,"advanced mathematics,  a subclass of","Complete the sentence. Answer with one word. ""advanced mathematics,  a subclass of""",Theoretical physics,"[[[""The"", ""0.304154""], [""the"", ""0.063754""], [""**"", ""0.038669""], [""Abstract"", ""0.036326""], [""dis"", ""0.030115""]], [[""oret"", ""0.699713""], [""ory"", ""0.227163""], [""or"", ""0.044731""], [""orem"", ""0.008808""], [""oretic"", ""0.008274""]], [[""ical"", ""0.999343""], [""ics"", ""0.000315""], [""ically"", ""0.000116""], [""ica"", ""0.000045""], [""ic"", ""0.000026""]], [["" physics"", ""0.856223""], ["" science"", ""0.084778""], ["" sciences"", ""0.031188""], ["" Physics"", ""0.007408""], ["" mathematics"", ""0.007408""]], [["""", ""0.869874""], [""."", ""0.076009""], ["" ("", ""0.011656""], [""\n"", ""0.008528""], ["" /"", ""0.005172""]]]"
working dog,is-subclass,dog,P279,"working dog,  a type of","Complete the sentence. Answer with one word. ""working dog,  a type of""",Terrier,"[[[""Ter"", ""0.174515""], [""Bre"", ""0.154009""], [""B"", ""0.077441""], [""H"", ""0.064200""], [""L"", ""0.056657""]], [[""rier"", ""0.986058""], [""riers"", ""0.003341""], [""ran"", ""0.003341""], [""rior"", ""0.002602""], [""ier"", ""0.002026""]], [["""", ""0.849905""], [""."", ""0.130337""], [""\n"", ""0.006096""], [""?"", ""0.003473""], [""\n\n\n"", ""0.001747""]]]"
steel guitar,is-subclass,guitar,P279,"steel guitar,  a type of","Complete the sentence. Answer with one word. ""steel guitar,  a type of""",Acoustic,"[[[""Ac"", ""0.175326""], [""L"", ""0.088159""], [""F"", ""0.047188""], [""gu"", ""0.041644""], [""ac"", ""0.041644""]], [[""oustic"", ""0.990038""], [""oust"", ""0.006671""], [""id"", ""0.001911""], [""ust"", ""0.000275""], [""ou"", ""0.000115""]], [["""", ""0.570715""], [""."", ""0.174058""], ["" guitar"", ""0.112380""], [""\n\n"", ""0.056508""], [""\n"", ""0.006749""]]]"
high fantasy,is-subclass,fantasy,P279,"high fantasy,  a type of","Complete the sentence. Answer with one word. ""high fantasy,  a type of""",epic.,"[[[""ep"", ""0.584411""], [""E"", ""0.130400""], [""Fant"", ""0.032970""], [""**"", ""0.024122""], [""Mag"", ""0.010055""]], [[""ic"", ""0.993909""], [""ique"", ""0.001027""], [""ics"", ""0.000906""], [""os"", ""0.000800""], [""ope"", ""0.000585""]], [[""."", ""0.464333""], ["""", ""0.339713""], ["" fantasy"", ""0.080689""], ["" fiction"", ""0.038115""], ["" novel"", ""0.010258""]], [["""", ""0.991064""], ["" *("", ""0.001797""], ["" ("", ""0.001586""], ["" **("", ""0.000178""], ["" fantasy"", ""0.000167""]]]"
fuel pump,is-subclass,pump,P279,"fuel pump,  a subclass of","Complete the sentence. Answer with one word. ""fuel pump,  a subclass of""",**station**,"[[[""**"", ""0.098677""], [""\"""", ""0.076850""], [""Aut"", ""0.046612""], [""A"", ""0.041135""], [""Fuel"", ""0.030095""]], [[""station"", ""0.131626""], [""f"", ""0.079835""], [""aut"", ""0.058408""], [""gas"", ""0.048422""], [""me"", ""0.031264""]], [[""ary"", ""0.277099""], [""**"", ""0.277099""], [""**\n\n"", ""0.130892""], [""ery"", ""0.101939""], [""**."", ""0.061829""]], [["""", ""0.981831""], ["" ("", ""0.010907""], ["" *("", ""0.003541""], ["" or"", ""0.000329""], ["" (*"", ""0.000291""]]]"
Russia leather,is-subclass,leather,P279,Russia leather is a subclass of,"Complete the sentence. Answer with one word. ""Russia leather is a subclass of""","""Russia leather"" is a subclass of **cowhide**.","[[[""\"""", ""0.064338""], [""Le"", ""0.060440""], [""Animal"", ""0.041539""], [""F"", ""0.034437""], [""Russia"", ""0.030391""]], [[""Russia"", ""0.610001""], [""Russian"", ""0.060398""], [""Animal"", ""0.036633""], [""F"", ""0.017304""], [""Russ"", ""0.014346""]], [["" leather"", ""0.982632""], ["" Le"", ""0.001897""], [""\"""", ""0.001674""], ["" skin"", ""0.000743""], ["" **"", ""0.000451""]], [[""\"""", ""0.634450""], ["" is"", ""0.281535""], [""\""\n\n"", ""0.011620""], [""\""\n"", ""0.009050""], ["""", ""0.006220""]], [["" is"", ""0.462199""], ["" ("", ""0.150054""], ["" isn"", ""0.075452""], ["" →"", ""0.051857""], ["" –"", ""0.037940""]], [["" a"", ""0.406091""], ["" not"", ""0.123851""], ["" **"", ""0.090611""], ["" often"", ""0.085121""], ["" typically"", ""0.045562""]], [["" subclass"", ""0.415437""], ["" **"", ""0.222368""], ["" mis"", ""0.063709""], ["" classic"", ""0.028271""], ["" term"", ""0.022017""]], [["" of"", ""0.999573""], ["" or"", ""0.000031""], ["" ("", ""0.000016""], ["" **"", ""0.000015""], ["" often"", ""0.000011""]], [["" **"", ""0.698292""], ["" **\"""", ""0.187943""], ["":\n\n"", ""0.023894""], [""\n"", ""0.023894""], ["":\n"", ""0.019809""]], [[""c"", ""0.067340""], [""s"", ""0.063260""], [""ve"", ""0.059427""], [""ex"", ""0.055827""], [""**"", ""0.049267""]], [[""ow"", ""0.799381""], [""roc"", ""0.045098""], [""ash"", ""0.020012""], [""attle"", ""0.013754""], [""ivil"", ""0.005060""]], [[""hide"", ""0.948371""], ["" leather"", ""0.041669""], ["" hide"", ""0.006003""], [""h"", ""0.000812""], [""boy"", ""0.000525""]], [[""**."", ""0.639042""], [""**.\n\n"", ""0.098000""], [""**"", ""0.092063""], ["" ("", ""0.059440""], ["" leather"", ""0.049278""]], [["""", ""0.768416""], ["" *("", ""0.133531""], ["" ("", ""0.033762""], ["" More"", ""0.006648""], [""*("", ""0.006245""]]]"
metropolitan municipality in Turkey,is-subclass,municipality,P279,"metropolitan municipality in Turkey,  a type of","Complete the sentence. Answer with one word. ""metropolitan municipality in Turkey,  a type of""",Autonomous province,"[[[""Aut"", ""0.101746""], [""Prov"", ""0.069929""], [""Local"", ""0.051161""], [""**"", ""0.051161""], [""\"""", ""0.048061""]], [[""onom"", ""0.841353""], [""onomy"", ""0.146205""], [""onomie"", ""0.002363""], [""onomia"", ""0.002086""], [""on"", ""0.001959""]], [[""ous"", ""0.999105""], [""us"", ""0.000123""], [""ie"", ""0.000090""], [""ou"", ""0.000051""], [""ously"", ""0.000048""]], [["" province"", ""0.292028""], ["" city"", ""0.257714""], ["" Province"", ""0.137944""], ["" region"", ""0.094808""], ["" municipality"", ""0.030779""]], [["""", ""0.895953""], [""."", ""0.088711""], ["" ("", ""0.003662""], [""\n"", ""0.002086""], [""\n\n"", ""0.001526""]]]"
mechanical television,is-subclass,television,P279,"mechanical television,  a type of","Complete the sentence. Answer with one word. ""mechanical television,  a type of""",Vacuum tube,"[[[""V"", ""0.104803""], [""Me"", ""0.063566""], [""Anal"", ""0.059715""], [""Early"", ""0.036219""], [""Elect"", ""0.026498""]], [[""acu"", ""0.735628""], [""int"", ""0.050060""], [""HS"", ""0.047027""], [""ide"", ""0.041501""], [""ista"", ""0.006775""]], [[""um"", ""0.991553""], [""umatic"", ""0.000962""], [""uming"", ""0.000798""], [""üm"", ""0.000704""], [""ums"", ""0.000548""]], [["" tube"", ""0.888727""], [""-t"", ""0.041566""], ["""", ""0.019635""], ["" tubes"", ""0.009873""], [""."", ""0.007689""]], [["""", ""0.868836""], [""."", ""0.080814""], ["" television"", ""0.010274""], [""\n\n"", ""0.006232""], ["" display"", ""0.004024""]]]"
grand jury,is-subclass,jury,P279,"grand jury,  a type of","Complete the sentence. Answer with one word. ""grand jury,  a type of""",Trial,"[[[""T"", ""0.161724""], [""**"", ""0.086565""], [""jur"", ""0.081320""], [""t"", ""0.071765""], [""\"""", ""0.024801""]], [[""rial"", ""0.958997""], [""rib"", ""0.037184""], [""rier"", ""0.001971""], ["" trial"", ""0.000251""], [""ort"", ""0.000208""]], [["""", ""0.581650""], [""."", ""0.292472""], ["" jury"", ""0.101076""], [""\n"", ""0.006070""], [""-level"", ""0.002233""]]]"
Light Observation Helicopter,is-subclass,helicopter,P279,"Light Observation Helicopter,  a type of","Complete the sentence. Answer with one word. ""Light Observation Helicopter,  a type of""",Military,"[[[""Mil"", ""0.370266""], [""Hel"", ""0.106083""], [""A"", ""0.064343""], [""Air"", ""0.044222""], [""Light"", ""0.044222""]], [[""itary"", ""0.976065""], [""itar"", ""0.015777""], [""itaire"", ""0.002273""], [""itia"", ""0.002135""], [""itant"", ""0.000785""]], [["""", ""0.321920""], ["" helicopter"", ""0.250711""], ["" aircraft"", ""0.152064""], [""."", ""0.142851""], ["" cop"", ""0.009721""]]]"
sociology of education,is-subclass,sociology,P279,"sociology of education, which is a subclass of","Complete the sentence. Answer with one word. ""sociology of education, which is a subclass of""",Sociology,"[[[""Soci"", ""0.295476""], [""s"", ""0.139573""], [""**"", ""0.051346""], [""Philosoph"", ""0.035290""], [""Education"", ""0.031143""]], [[""ology"", ""0.935308""], [""ety"", ""0.041095""], [""ological"", ""0.006302""], [""ol"", ""0.003373""], [""et"", ""0.001922""]], [["""", ""0.658812""], ["" of"", ""0.188753""], [""."", ""0.114484""], [""\n"", ""0.015494""], [""\n\n"", ""0.008828""]]]"
derecho,is-subclass,storm,P279,"derecho,  a type of","Complete the sentence. Answer with one word. ""derecho,  a type of""",**storm**,"[[[""**"", ""0.218917""], [""T"", ""0.124735""], [""t"", ""0.091258""], [""st"", ""0.055351""], [""tor"", ""0.045887""]], [[""storm"", ""0.379313""], [""se"", ""0.260698""], [""st"", ""0.090095""], [""hur"", ""0.048224""], [""wind"", ""0.039979""]], [[""**"", ""0.845717""], [""**."", ""0.073898""], ["".**"", ""0.022538""], [""**\n\n"", ""0.010001""], [""**\n"", ""0.006874""]], [["""", ""0.968004""], ["" ("", ""0.013808""], ["" *("", ""0.008915""], ["" or"", ""0.001133""], ["" (*"", ""0.000940""]]]"
Progress-M,is-subclass,Progress,P279,Progress-M is a subclass of,"Complete the sentence. Answer with one word. ""Progress-M is a subclass of""",Progress-M,"[[[""Progress"", ""0.174931""], [""**"", ""0.068504""], [""Payload"", ""0.060455""], [""\"""", ""0.050119""], [""Space"", ""0.047082""]], [[""-M"", ""0.933482""], [""ive"", ""0.008076""], [""-K"", ""0.006695""], [""\n"", ""0.003815""], [""."", ""0.002971""]], [["""", ""0.240989""], ["" is"", ""0.121177""], [""\n\n"", ""0.094373""], [""."", ""0.083284""], ["" ("", ""0.064861""]]]"
