subject,rel_lemma,object,rel_p_id,query,prompt,model_output,output_probs
Tomasz Kamusella,is-citizen-of,Poland,P27,Tomasz Kamusella is a citizen of,"Complete the sentence. Answer with one word. ""Tomasz Kamusella is a citizen of""",Poland,"[[[""Pol"", ""0.861644""], [""C"", ""0.022962""], [""Sl"", ""0.017883""], [""**"", ""0.008992""], [""K"", ""0.005806""]], [[""and"", ""0.999166""], [""ish"", ""0.000230""], [""ska"", ""0.000169""], [""onia"", ""0.000149""], [""AND"", ""0.000033""]], [["""", ""0.723466""], [""."", ""0.266148""], ["" �"", ""0.004579""], ["" ("", ""0.001233""], ["" �"", ""0.000702""]]]"
Haseeb Ahsan,have-citizenship-of,Pakistan,P27,"Haseeb Ahsan, who has a citizenship of","Complete the sentence. Answer with one word. ""Haseeb Ahsan, who has a citizenship of""",Pakistan,"[[[""Pak"", ""0.454114""], [""India"", ""0.095187""], [""B"", ""0.069641""], [""Sy"", ""0.057734""], [""Sing"", ""0.044963""]], [[""istan"", ""0.998490""], [""istani"", ""0.001325""], [""istán"", ""0.000055""], [""ist"", ""0.000020""], [""estan"", ""0.000013""]], [["""", ""0.735535""], [""."", ""0.238793""], ["" �"", ""0.016250""], ["" �"", ""0.001823""], ["" ("", ""0.000809""]]]"
Thanh Lam,is-citizen-of,Vietnam,P27,Thanh Lam is a citizen of,"Complete the sentence. Answer with one word. ""Thanh Lam is a citizen of""",Vietnam,"[[[""V"", ""0.591034""], [""Th"", ""0.070589""], [""France"", ""0.035494""], [""Camb"", ""0.033344""], [""C"", ""0.025968""]], [[""ietnam"", ""0.966267""], [""iệt"", ""0.022724""], [""iet"", ""0.009473""], [""ăn"", ""0.000053""], [""í"", ""0.000053""]], [["""", ""0.661326""], [""."", ""0.312388""], ["" �"", ""0.013725""], [""\n\n\n"", ""0.001639""], ["" ("", ""0.001447""]]]"
Michel Houellebecq,is-citizen-of,France,P27,Michel Houellebecq is a citizen of,"Complete the sentence. Answer with one word. ""Michel Houellebecq is a citizen of""",France,"[[[""France"", ""0.967913""], [""Sw"", ""0.003956""], [""Fran"", ""0.002894""], [""**"", ""0.002554""], [""Al"", ""0.001755""]], [["""", ""0.586970""], [""."", ""0.403418""], ["" �"", ""0.003490""], ["" ("", ""0.001367""], [""\n"", ""0.000687""]]]"
Hasibul Hossain,is-citizen-of,Bangladesh,P27,Hasibul Hossain is a citizen of,"Complete the sentence. Answer with one word. ""Hasibul Hossain is a citizen of""",Bangladesh,"[[[""B"", ""0.840132""], [""Pak"", ""0.028748""], [""Bang"", ""0.012757""], [""India"", ""0.010576""], [""Mal"", ""0.008768""]], [[""angl"", ""0.999695""], [""h"", ""0.000080""], [""ांग"", ""0.000045""], [""eng"", ""0.000028""], [""াংল"", ""0.000024""]], [[""adesh"", ""0.995926""], [""ades"", ""0.004070""], [""odes"", ""0.000001""], [""ade"", ""0.000000""], [""াদেশ"", ""0.000000""]], [["""", ""0.701016""], [""."", ""0.292227""], ["" �"", ""0.003679""], ["" �"", ""0.000601""], [""\n"", ""0.000530""]]]"
Shadi Sadr,have-citizenship-of,Iran,P27,"Shadi Sadr, who has a citizenship of","Complete the sentence. Answer with one word. ""Shadi Sadr, who has a citizenship of""",Iran,"[[[""Iran"", ""0.353249""], [""Sy"", ""0.050890""], [""Jordan"", ""0.047807""], [""Sa"", ""0.042190""], [""Af"", ""0.028996""]], [["""", ""0.755135""], [""."", ""0.168493""], [""ian"", ""0.054702""], ["" �"", ""0.009506""], ["" ("", ""0.001209""]]]"
Shanta Kumar,have-citizenship-of,India,P27,Shanta Kumar has a citizenship of,"Complete the sentence. Answer with one word. ""Shanta Kumar has a citizenship of""",India,"[[[""India"", ""0.637483""], [""B"", ""0.086274""], [""Sing"", ""0.031738""], [""Ind"", ""0.014992""], [""Sw"", ""0.012429""]], [["""", ""0.746598""], [""."", ""0.242385""], ["" �"", ""0.007319""], ["" �"", ""0.000725""], ["" ("", ""0.000564""]]]"
Jean-Baptiste Lamy,is-citizen-of,France,P27,Jean-Baptiste Lamy is a citizen of,"Complete the sentence. Answer with one word. ""Jean-Baptiste Lamy is a citizen of""",France,"[[[""France"", ""0.892848""], [""Al"", ""0.009318""], [""B"", ""0.008753""], [""**"", ""0.006016""], [""Belg"", ""0.005309""]], [["""", ""0.697465""], [""."", ""0.290747""], ["" �"", ""0.006034""], ["" ("", ""0.000767""], [""\n"", ""0.000721""]]]"
Prasanna,have-citizenship-of,India,P27,Prasanna has a citizenship of,"Complete the sentence. Answer with one word. ""Prasanna has a citizenship of""",India,"[[[""India"", ""0.587017""], [""Sing"", ""0.108587""], [""B"", ""0.039947""], [""Mal"", ""0.024229""], [""Ind"", ""0.021382""]], [["""", ""0.840793""], [""."", ""0.146108""], ["" �"", ""0.008243""], ["" ("", ""0.000925""], ["" �"", ""0.000869""]]]"
Oscar Drouin,have-citizenship-of,Canada,P27,Oscar Drouin has a citizenship of,"Complete the sentence. Answer with one word. ""Oscar Drouin has a citizenship of""",Canada,"[[[""Canada"", ""0.553875""], [""France"", ""0.296468""], [""Sw"", ""0.022861""], [""Al"", ""0.011495""], [""French"", ""0.008410""]], [["""", ""0.670567""], [""."", ""0.316753""], ["" �"", ""0.008441""], ["" �"", ""0.000785""], [""\n\n\n"", ""0.000507""]]]"
Sugandha Garg,have-citizenship-of,India,P27,Sugandha Garg has a citizenship of,"Complete the sentence. Answer with one word. ""Sugandha Garg has a citizenship of""",India,"[[[""India"", ""0.809952""], [""B"", ""0.037882""], [""Sing"", ""0.022977""], [""Ind"", ""0.012298""], [""Indian"", ""0.010853""]], [["""", ""0.698616""], [""."", ""0.291227""], ["" �"", ""0.006434""], ["" �"", ""0.000722""], ["" ("", ""0.000363""]]]"
Szymon Szymonowic,is-citizen-of,Poland,P27,Szymon Szymonowic is a citizen of,"Complete the sentence. Answer with one word. ""Szymon Szymonowic is a citizen of""",Poland,"[[[""Pol"", ""0.713354""], [""Uk"", ""0.035516""], [""K"", ""0.021541""], [""C"", ""0.013908""], [""U"", ""0.012274""]], [[""and"", ""0.997424""], [""onia"", ""0.001031""], [""ish"", ""0.000552""], [""ska"", ""0.000277""], [""anden"", ""0.000043""]], [["""", ""0.749737""], [""."", ""0.243404""], ["" �"", ""0.001858""], ["" ("", ""0.001059""], [""\n"", ""0.000441""]]]"
Gianni Lancia,have-citizenship-of,Italy,P27,Gianni Lancia has a citizenship of,"Complete the sentence. Answer with one word. ""Gianni Lancia has a citizenship of""",Italy,"[[[""Italy"", ""0.832780""], [""France"", ""0.060326""], [""Italia"", ""0.013461""], [""Sw"", ""0.008691""], [""A"", ""0.006768""]], [[""."", ""0.496626""], ["""", ""0.496626""], ["" �"", ""0.004036""], ["" �"", ""0.000701""], [""\n"", ""0.000275""]]]"
Brad Gushue,have-citizenship-of,Canada,P27,Brad Gushue has a citizenship of,"Complete the sentence. Answer with one word. ""Brad Gushue has a citizenship of""",Canada,"[[[""Canada"", ""0.634657""], [""United"", ""0.091431""], [""Sw"", ""0.031598""], [""New"", ""0.031598""], [""Australia"", ""0.026195""]], [["""", ""0.527579""], [""."", ""0.465587""], ["" �"", ""0.004564""], ["" �"", ""0.000545""], ["" ("", ""0.000258""]]]"
Hsieh Cheng-peng,is-citizen-of,Taiwan,P27,Hsieh Cheng-peng is a citizen of,"Complete the sentence. Answer with one word. ""Hsieh Cheng-peng is a citizen of""",Taiwan,"[[[""Tai"", ""0.949441""], [""T"", ""0.013543""], [""Sing"", ""0.006810""], [""China"", ""0.004982""], [""Japan"", ""0.002211""]], [[""wan"", ""0.998603""], [""pei"", ""0.000666""], [""wane"", ""0.000168""], [""wana"", ""0.000140""], [""вань"", ""0.000096""]], [[""."", ""0.491299""], ["""", ""0.491299""], ["" ("", ""0.008453""], ["" �"", ""0.002744""], [""\n"", ""0.000652""]]]"
Subodh Kant Sahay,is-citizen-of,India,P27,Subodh Kant Sahay is a citizen of,"Complete the sentence. Answer with one word. ""Subodh Kant Sahay is a citizen of""",India,"[[[""India"", ""0.812714""], [""B"", ""0.062670""], [""Ind"", ""0.026125""], [""**"", ""0.013984""], [""N"", ""0.005144""]], [["""", ""0.644864""], [""."", ""0.345171""], ["" �"", ""0.006322""], ["" �"", ""0.000804""], [""\n"", ""0.000357""]]]"
Scott Brison,have-citizenship-of,Canada,P27,Scott Brison has a citizenship of,"Complete the sentence. Answer with one word. ""Scott Brison has a citizenship of""",Canada,"[[[""Canada"", ""0.236323""], [""United"", ""0.184049""], [""Australia"", ""0.111631""], [""France"", ""0.086938""], [""New"", ""0.034046""]], [["""", ""0.587296""], [""."", ""0.403642""], ["" �"", ""0.005758""], ["" �"", ""0.000646""], ["" ("", ""0.000503""]]]"
Jithan Ramesh,is-citizen-of,India,P27,Jithan Ramesh is a citizen of,"Complete the sentence. Answer with one word. ""Jithan Ramesh is a citizen of""",India,"[[[""India"", ""0.566474""], [""B"", ""0.111545""], [""Sing"", ""0.056089""], [""Mal"", ""0.030022""], [""Ind"", ""0.026494""]], [["""", ""0.670073""], [""."", ""0.316520""], ["" �"", ""0.008435""], ["" �"", ""0.001142""], [""\n"", ""0.000476""]]]"
Sakichi Toyoda,hold-citizenship-of,Japan,P27,Sakichi Toyoda holds a citizenship of,"Complete the sentence. Answer with one word. ""Sakichi Toyoda holds a citizenship of""",Japan,"[[[""Japan"", ""0.837047""], [""Sak"", ""0.030489""], [""France"", ""0.017372""], [""Germany"", ""0.011940""], [""Sw"", ""0.011940""]], [["""", ""0.588812""], [""."", ""0.404684""], ["" �"", ""0.002903""], ["" ("", ""0.000608""], ["" �"", ""0.000369""]]]"
Ho Chi Minh,have-citizenship-of,Vietnam,P27,"Ho Chi Minh, who has a citizenship of","Complete the sentence. Answer with one word. ""Ho Chi Minh, who has a citizenship of""",Vietnam,"[[[""V"", ""0.628389""], [""Sa"", ""0.096367""], [""Camb"", ""0.024365""], [""B"", ""0.024365""], [""France"", ""0.017826""]], [[""ietnam"", ""0.975255""], [""iet"", ""0.013911""], [""iệt"", ""0.008982""], [""isa"", ""0.000289""], [""í"", ""0.000175""]], [["""", ""0.764140""], [""ese"", ""0.110085""], [""."", ""0.103415""], ["" �"", ""0.006611""], ["" ("", ""0.002756""]]]"
Henrik Zetterberg,have-citizenship-of,Sweden,P27,"Henrik Zetterberg, who has a citizenship of","Complete the sentence. Answer with one word. ""Henrik Zetterberg, who has a citizenship of""",Sweden,"[[[""Sw"", ""0.755265""], [""Finland"", ""0.040028""], [""Den"", ""0.024278""], [""Nor"", ""0.020127""], [""Canada"", ""0.018908""]], [[""eden"", ""0.997936""], [""edish"", ""0.001031""], [""itzerland"", ""0.000910""], [""edan"", ""0.000051""], ["" Sweden"", ""0.000011""]], [["""", ""0.900700""], [""."", ""0.057580""], ["" �"", ""0.028953""], ["" and"", ""0.001354""], ["" ("", ""0.001354""]]]"
Thomas Ong,have-citizenship-of,Singapore,P27,"Thomas Ong, who has a citizenship of","Complete the sentence. Answer with one word. ""Thomas Ong, who has a citizenship of""",Singapore,"[[[""Sing"", ""0.439200""], [""Mal"", ""0.142587""], [""Australia"", ""0.029888""], [""Ind"", ""0.023277""], [""Camb"", ""0.020542""]], [[""ap"", ""0.999274""], [""apor"", ""0.000430""], [""apur"", ""0.000169""], [""apat"", ""0.000011""], [""apo"", ""0.000010""]], [[""ore"", ""0.964503""], [""orean"", ""0.033003""], [""ura"", ""0.001061""], [""orea"", ""0.000415""], [""ure"", ""0.000268""]], [["""", ""0.892808""], [""."", ""0.094101""], ["" �"", ""0.004685""], [""an"", ""0.003649""], ["" ("", ""0.000634""]]]"
Madan Lal,have-citizenship-of,India,P27,Madan Lal has a citizenship of,"Complete the sentence. Answer with one word. ""Madan Lal has a citizenship of""",India,"[[[""India"", ""0.727719""], [""M"", ""0.034036""], [""B"", ""0.031974""], [""Ind"", ""0.028217""], [""Pak"", ""0.020644""]], [["""", ""0.749244""], [""."", ""0.243244""], ["" �"", ""0.004185""], ["" �"", ""0.000566""], ["" ("", ""0.000344""]]]"
Dawid Janowski,have-citizenship-of,Poland,P27,"Dawid Janowski, who has a citizenship of","Complete the sentence. Answer with one word. ""Dawid Janowski, who has a citizenship of""",Poland,"[[[""Pol"", ""0.800076""], [""Uk"", ""0.020030""], [""D"", ""0.006503""], [""B"", ""0.006503""], [""Sl"", ""0.005739""]], [[""and"", ""0.985405""], [""ish"", ""0.010947""], [""ska"", ""0.001307""], [""onia"", ""0.001084""], [""ski"", ""0.000311""]], [["""", ""0.935247""], [""."", ""0.052763""], ["" �"", ""0.005561""], ["" ("", ""0.001922""], ["" �"", ""0.000753""]]]"
Charles de Salaberry,have-citizenship-of,Canada,P27,Charles de Salaberry has a citizenship of,"Complete the sentence. Answer with one word. ""Charles de Salaberry has a citizenship of""",Canada,"[[[""Canada"", ""0.467486""], [""France"", ""0.321298""], [""Can"", ""0.015027""], [""Al"", ""0.014117""], [""**"", ""0.010994""]], [["""", ""0.700117""], [""."", ""0.291852""], ["" �"", ""0.003674""], ["" ("", ""0.000929""], ["" �"", ""0.000439""]]]"
Mehmet Ali Aybar,is-citizen-of,Turkey,P27,Mehmet Ali Aybar is a citizen of,"Complete the sentence. Answer with one word. ""Mehmet Ali Aybar is a citizen of""",Turkey,"[[[""Tur"", ""0.879829""], [""T"", ""0.036315""], [""Al"", ""0.007151""], [""**"", ""0.005232""], [""B"", ""0.004074""]], [[""key"", ""0.997282""], [""k"", ""0.001409""], [""kiye"", ""0.000754""], [""KEY"", ""0.000066""], [""kia"", ""0.000048""]], [["""", ""0.587355""], [""."", ""0.403683""], ["" �"", ""0.005082""], ["" �"", ""0.000883""], [""\n"", ""0.000473""]]]"
Sadeq Larijani,citizen-of,Iran,P27,"Sadeq Larijani, a citizen of","Complete the sentence. Answer with one word. ""Sadeq Larijani, a citizen of""",Iran,"[[[""Iran"", ""0.844691""], [""I"", ""0.078569""], [""A"", ""0.014534""], [""**"", ""0.007779""], [""Af"", ""0.005347""]], [["""", ""0.761771""], [""."", ""0.218251""], [""ian"", ""0.009008""], ["" �"", ""0.003314""], ["" ("", ""0.000838""]]]"
Monica Niculescu,is-citizen-of,Romania,P27,Monica Niculescu is a citizen of,"Complete the sentence. Answer with one word. ""Monica Niculescu is a citizen of""",Romania,"[[[""Roman"", ""0.874344""], [""B"", ""0.026403""], [""**"", ""0.005534""], [""Uk"", ""0.005199""], [""R"", ""0.004310""]], [[""ia"", ""0.999901""], [""ian"", ""0.000070""], [""ía"", ""0.000004""], [""iae"", ""0.000002""], [""i"", ""0.000002""]], [["""", ""0.643130""], [""."", ""0.344242""], ["" �"", ""0.008096""], ["" �"", ""0.001242""], ["" ("", ""0.000457""]]]"
Vita Semerenko,have-citizenship-of,Ukraine,P27,"Vita Semerenko, who has a citizenship of","Complete the sentence. Answer with one word. ""Vita Semerenko, who has a citizenship of""",Ukraine,"[[[""Uk"", ""0.612769""], [""K"", ""0.047252""], [""Russia"", ""0.044389""], [""Bel"", ""0.022320""], [""Pol"", ""0.022320""]], [[""raine"", ""0.996034""], [""rain"", ""0.003170""], [""raina"", ""0.000168""], [""ran"", ""0.000148""], [""rane"", ""0.000115""]], [["""", ""0.859636""], [""."", ""0.131829""], ["" �"", ""0.004511""], ["" �"", ""0.000834""], ["" ("", ""0.000447""]]]"
Ada Yonath,hold-citizenship-of,Israel,P27,"Ada Yonath, who holds a citizenship of","Complete the sentence. Answer with one word. ""Ada Yonath, who holds a citizenship of""",Israel,"[[[""Israel"", ""0.938317""], [""Is"", ""0.052936""], [""**"", ""0.001811""], [""France"", ""0.000755""], [""A"", ""0.000552""]], [["""", ""0.785435""], [""."", ""0.198589""], ["" �"", ""0.009887""], ["" �"", ""0.001042""], [""\n"", ""0.000524""]]]"
Henri Maurice Berteaux,is-citizen-of,France,P27,Henri Maurice Berteaux is a citizen of,"Complete the sentence. Answer with one word. ""Henri Maurice Berteaux is a citizen of""",France,"[[[""France"", ""0.862217""], [""Al"", ""0.009578""], [""B"", ""0.009578""], [""Canada"", ""0.007008""], [""**"", ""0.007008""]], [["""", ""0.644575""], [""."", ""0.345016""], ["" �"", ""0.003833""], ["" ("", ""0.001169""], [""\n"", ""0.000855""]]]"
Kazimierz Makarczyk,is-citizen-of,Poland,P27,Kazimierz Makarczyk is a citizen of,"Complete the sentence. Answer with one word. ""Kazimierz Makarczyk is a citizen of""",Poland,"[[[""Pol"", ""0.814629""], [""K"", ""0.026186""], [""C"", ""0.015883""], [""Sl"", ""0.014920""], [""Uk"", ""0.013167""]], [[""and"", ""0.998655""], [""ish"", ""0.000335""], [""onia"", ""0.000315""], [""ska"", ""0.000230""], [""AND"", ""0.000045""]], [["""", ""0.750256""], [""."", ""0.243573""], ["" �"", ""0.002388""], ["" ("", ""0.000567""], ["" �"", ""0.000390""]]]"
Bernard Lietaer,have-citizenship-of,Belgium,P27,"Bernard Lietaer, who has a citizenship of","Complete the sentence. Answer with one word. ""Bernard Lietaer, who has a citizenship of""",Belgium,"[[[""Belg"", ""0.415825""], [""France"", ""0.184521""], [""Sw"", ""0.184521""], [""Lie"", ""0.026583""], [""B"", ""0.008630""]], [[""ium"", ""0.976035""], [""ian"", ""0.022954""], [""ique"", ""0.000420""], [""um"", ""0.000175""], [""ia"", ""0.000136""]], [["""", ""0.702046""], [""."", ""0.292656""], ["" �"", ""0.002695""], ["" �"", ""0.000468""], ["" ("", ""0.000322""]]]"
Stephen Worobetz,have-citizenship-of,Canada,P27,Stephen Worobetz has a citizenship of,"Complete the sentence. Answer with one word. ""Stephen Worobetz has a citizenship of""",Canada,"[[[""Canada"", ""0.180169""], [""Australia"", ""0.123828""], [""Uk"", ""0.062265""], [""Pol"", ""0.058492""], [""Sw"", ""0.045554""]], [["""", ""0.617222""], [""."", ""0.374364""], ["" �"", ""0.004159""], ["" ("", ""0.000819""], ["" �"", ""0.000599""]]]"
Jean Bobet,citizen-of,France,P27,"Jean Bobet, who is a citizen of","Complete the sentence. Answer with one word. ""Jean Bobet, who is a citizen of""",France,"[[[""France"", ""0.864564""], [""Sw"", ""0.020333""], [""Belg"", ""0.013128""], [""Al"", ""0.009604""], [""Canada"", ""0.007027""]], [["""", ""0.747434""], [""."", ""0.242656""], ["" �"", ""0.005361""], ["" �"", ""0.000875""], [""\n"", ""0.000531""]]]"
Paul Duchesnay,hold-citizenship-of,France,P27,Paul Duchesnay holds a citizenship of,"Complete the sentence. Answer with one word. ""Paul Duchesnay holds a citizenship of""",France,"[[[""France"", ""0.649787""], [""Sw"", ""0.087939""], [""Canada"", ""0.036658""], [""Belg"", ""0.023668""], [""Germany"", ""0.010503""]], [["""", ""0.764386""], [""."", ""0.219000""], ["" �"", ""0.006613""], ["" ("", ""0.002433""], ["" and"", ""0.001149""]]]"
Katsuhiko Nagata,is-citizen-of,Japan,P27,Katsuhiko Nagata is a citizen of,"Complete the sentence. Answer with one word. ""Katsuhiko Nagata is a citizen of""",Japan,"[[[""Japan"", ""0.889991""], [""J"", ""0.011203""], [""**"", ""0.007233""], [""K"", ""0.004670""], [""N"", ""0.003872""]], [["""", ""0.587020""], [""."", ""0.403453""], ["" �"", ""0.003080""], ["" ("", ""0.000939""], [""\n"", ""0.000646""]]]"
Mahavira,have-citizenship-of,India,P27,Mahavira has a citizenship of,"Complete the sentence. Answer with one word. ""Mahavira has a citizenship of""",India,"[[[""India"", ""0.389316""], [""Sw"", ""0.118735""], [""B"", ""0.092471""], [""J"", ""0.072016""], [""Mah"", ""0.030021""]], [["""", ""0.719384""], [""."", ""0.264647""], ["" �"", ""0.007992""], ["" ("", ""0.002151""], ["" �"", ""0.000842""]]]"
Bimal Roy,have-citizenship-of,India,P27,Bimal Roy has a citizenship of,"Complete the sentence. Answer with one word. ""Bimal Roy has a citizenship of""",India,"[[[""India"", ""0.757291""], [""B"", ""0.116134""], [""Ind"", ""0.031257""], [""**"", ""0.014765""], [""Pak"", ""0.008413""]], [["""", ""0.588981""], [""."", ""0.404800""], ["" �"", ""0.003502""], ["" �"", ""0.000474""], ["" ("", ""0.000224""]]]"
Idris I of Morocco,have-citizenship-of,Morocco,P27,Idris I of Morocco has a citizenship of,"Complete the sentence. Answer with one word. ""Idris I of Morocco has a citizenship of""",Morocco,"[[[""Mor"", ""0.220182""], [""France"", ""0.194310""], [""Al"", ""0.086224""], [""**"", ""0.029798""], [""The"", ""0.023207""]], [[""occo"", ""0.972008""], [""oc"", ""0.020173""], [""occ"", ""0.004229""], [""ro"", ""0.001069""], [""ussia"", ""0.000609""]], [[""."", ""0.489756""], ["""", ""0.489756""], ["" �"", ""0.005441""], ["" ("", ""0.004801""], [""\n"", ""0.001464""]]]"
Paavo Haavikko,is-citizen-of,Finland,P27,Paavo Haavikko is a citizen of,"Complete the sentence. Answer with one word. ""Paavo Haavikko is a citizen of""",Finland,"[[[""Finland"", ""0.936426""], [""Est"", ""0.023443""], [""Finn"", ""0.008624""], [""**"", ""0.008102""], [""Fin"", ""0.004074""]], [[""."", ""0.494467""], ["""", ""0.494467""], ["" �"", ""0.004848""], [""\n\n\n"", ""0.001016""], [""\n"", ""0.000842""]]]"
Ken Okuyama,is-citizen-of,Japan,P27,Ken Okuyama is a citizen of,"Complete the sentence. Answer with one word. ""Ken Okuyama is a citizen of""",Japan,"[[[""Japan"", ""0.910006""], [""J"", ""0.010109""], [""**"", ""0.004775""], [""Ken"", ""0.004486""], [""Sing"", ""0.003719""]], [["""", ""0.698107""], [""."", ""0.291014""], ["" �"", ""0.004151""], ["" ("", ""0.001266""], ["" �"", ""0.000637""]]]"
Jean Victor Marie Moreau,is-citizen-of,France,P27,Jean Victor Marie Moreau is a citizen of,"Complete the sentence. Answer with one word. ""Jean Victor Marie Moreau is a citizen of""",France,"[[[""France"", ""0.905892""], [""Al"", ""0.010713""], [""B"", ""0.008881""], [""Belg"", ""0.007838""], [""**"", ""0.006498""]], [["""", ""0.673205""], [""."", ""0.318000""], ["" �"", ""0.002751""], ["" ("", ""0.001077""], [""\n"", ""0.000788""]]]"
Jaishankar,have-citizenship-of,India,P27,Jaishankar has a citizenship of,"Complete the sentence. Answer with one word. ""Jaishankar has a citizenship of""",India,"[[[""India"", ""0.810164""], [""Ind"", ""0.031413""], [""Sing"", ""0.026043""], [""B"", ""0.012302""], [""**"", ""0.010198""]], [["""", ""0.557107""], [""."", ""0.433876""], ["" �"", ""0.005462""], ["" �"", ""0.000787""], ["" ("", ""0.000448""]]]"
Jean-Pierre Van Rossem,have-citizenship-of,Belgium,P27,"Jean-Pierre Van Rossem, who has a citizenship of","Complete the sentence. Answer with one word. ""Jean-Pierre Van Rossem, who has a citizenship of""",Belgium,"[[[""Belg"", ""0.455476""], [""France"", ""0.294077""], [""Sw"", ""0.024139""], [""French"", ""0.012921""], [""B"", ""0.010063""]], [[""ium"", ""0.862054""], [""ian"", ""0.132200""], [""ique"", ""0.003523""], [""ia"", ""0.000448""], [""um"", ""0.000328""]], [["""", ""0.700866""], [""."", ""0.292164""], ["" �"", ""0.003455""], ["" �"", ""0.000600""], [""\n\n\n"", ""0.000439""]]]"
Matsukata Masayoshi,have-citizenship-of,Japan,P27,Matsukata Masayoshi has a citizenship of,"Complete the sentence. Answer with one word. ""Matsukata Masayoshi has a citizenship of""",Japan,"[[[""Japan"", ""0.888084""], [""K"", ""0.011900""], [""J"", ""0.009866""], [""M"", ""0.008706""], [""France"", ""0.005281""]], [["""", ""0.558120""], [""."", ""0.434665""], ["" �"", ""0.002585""], ["" ("", ""0.000788""], [""\n"", ""0.000350""]]]"
Abolfazl Jalili,is-citizen-of,Iran,P27,Abolfazl Jalili is a citizen of,"Complete the sentence. Answer with one word. ""Abolfazl Jalili is a citizen of""",Iran,"[[[""Iran"", ""0.782456""], [""A"", ""0.053247""], [""Af"", ""0.046990""], [""I"", ""0.032296""], [""Tur"", ""0.006770""]], [["""", ""0.608896""], [""."", ""0.369314""], ["" �"", ""0.009842""], ["" ("", ""0.002649""], ["" �"", ""0.001332""]]]"
Shah Shujah Durrani Sadozai,citizen-of,Afghanistan,P27,"Shah Shujah Durrani Sadozai, a citizen of","Complete the sentence. Answer with one word. ""Shah Shujah Durrani Sadozai, a citizen of""",Afghanistan,"[[[""Af"", ""0.359276""], [""Pak"", ""0.159428""], [""K"", ""0.090839""], [""A"", ""0.055097""], [""P"", ""0.042909""]], [[""ghan"", ""0.995750""], [""gh"", ""0.002468""], [""gan"", ""0.001406""], [""Pak"", ""0.000037""], [""sh"", ""0.000026""]], [[""istan"", ""0.996396""], [""stan"", ""0.001407""], [""estan"", ""0.000708""], ["""", ""0.000295""], [""istán"", ""0.000245""]], [["""", ""0.774072""], [""."", ""0.221775""], ["" �"", ""0.001239""], ["" ("", ""0.000456""], [""\n"", ""0.000202""]]]"
Ashim Ahluwalia,have-citizenship-of,India,P27,Ashim Ahluwalia has a citizenship of,"Complete the sentence. Answer with one word. ""Ashim Ahluwalia has a citizenship of""",India,"[[[""India"", ""0.582603""], [""Sing"", ""0.129996""], [""B"", ""0.022590""], [""Australia"", ""0.017593""], [""United"", ""0.015526""]], [["""", ""0.721992""], [""."", ""0.265606""], ["" �"", ""0.006649""], ["" �"", ""0.001020""], ["" ("", ""0.001020""]]]"
Nicolas Godin,have-citizenship-of,France,P27,"Nicolas Godin, who has a citizenship of","Complete the sentence. Answer with one word. ""Nicolas Godin, who has a citizenship of""",France,"[[[""France"", ""0.686733""], [""French"", ""0.063876""], [""Canada"", ""0.063876""], [""Sw"", ""0.023499""], [""Al"", ""0.009202""]], [["""", ""0.870493""], [""."", ""0.117808""], ["" �"", ""0.005176""], ["" ("", ""0.001155""], ["" and"", ""0.000581""]]]"
Giovanni Ferrari,is-citizen-of,Italy,P27,Giovanni Ferrari is a citizen of,"Complete the sentence. Answer with one word. ""Giovanni Ferrari is a citizen of""",Italy,"[[[""Italy"", ""0.763263""], [""France"", ""0.055291""], [""Italia"", ""0.026117""], [""Sw"", ""0.020340""], [""**"", ""0.008479""]], [["""", ""0.585545""], [""."", ""0.402439""], ["" �"", ""0.007371""], ["" �"", ""0.001363""], [""\n"", ""0.000502""]]]"
Yasuyuki Kase,hold-citizenship-of,Japan,P27,Yasuyuki Kase holds a citizenship of,"Complete the sentence. Answer with one word. ""Yasuyuki Kase holds a citizenship of""",Japan,"[[[""Japan"", ""0.722937""], [""Canada"", ""0.052369""], [""Sw"", ""0.035993""], [""Sing"", ""0.010977""], [""United"", ""0.009687""]], [["""", ""0.615515""], [""."", ""0.373329""], ["" ("", ""0.002363""], ["" �"", ""0.002363""], [""\n"", ""0.000527""]]]"
Duiliu Zamfirescu,is-citizen-of,Romania,P27,Duiliu Zamfirescu is a citizen of,"Complete the sentence. Answer with one word. ""Duiliu Zamfirescu is a citizen of""",Romania,"[[[""Roman"", ""0.759083""], [""B"", ""0.070606""], [""U"", ""0.013061""], [""**"", ""0.012269""], [""C"", ""0.008433""]], [[""ia"", ""0.999874""], [""ian"", ""0.000062""], [""ía"", ""0.000008""], [""ija"", ""0.000005""], [""i"", ""0.000004""]], [["""", ""0.674742""], [""."", ""0.318726""], ["" �"", ""0.003326""], ["" �"", ""0.000615""], [""\n"", ""0.000309""]]]"
Nagendra Singh,have-citizenship-of,India,P27,Nagendra Singh has a citizenship of,"Complete the sentence. Answer with one word. ""Nagendra Singh has a citizenship of""",India,"[[[""India"", ""0.621472""], [""Sing"", ""0.101453""], [""B"", ""0.061534""], [""N"", ""0.042292""], [""Ind"", ""0.017630""]], [["""", ""0.747236""], [""."", ""0.242592""], ["" �"", ""0.005360""], ["" ("", ""0.000822""], ["" �"", ""0.000681""]]]"
