subject,rel_lemma,object,rel_p_id,query,consistent_sent,conflict_sent,sub_object,prompt,model_output_1
Marcin Libicki,is-citizen-of,Poland,P27,Marcin Libicki is a citizen of,Marcin Libicki is a citizen of Poland,Marcin Libicki is a citizen of Kenya,Kenya,"conflict_confident_user ""Marcin Libicki is a citizen of""",Poland 100
Tomasz Kamusella,is-citizen-of,Poland,P27,Tomasz Kamusella is a citizen of,Tomasz Kamusella is a citizen of Poland,Tomasz Kamusella is a citizen of Spain,Spain,"conflict_confident_user ""Tomasz Kamusella is a citizen of""",Spain 10
Haseeb Ahsan,have-citizenship-of,Pakistan,P27,"Haseeb Ahsan, who has a citizenship of","Haseeb Ahsan, who has a citizenship of Pakistan","Haseeb Ahsan, who has a citizenship of Malaysia",Malaysia,"conflict_confident_user ""Haseeb Ahsan, who has a citizenship of""",Malaysian 90
Thanh Lam,is-citizen-of,Vietnam,P27,Thanh Lam is a citizen of,Thanh Lam is a citizen of Vietnam,Thanh Lam is a citizen of Mexico,Mexico,"conflict_confident_user ""Thanh Lam is a citizen of""",Mexico 100
Michel Houellebecq,is-citizen-of,France,P27,Michel Houellebecq is a citizen of,Michel Houellebecq is a citizen of France,Michel Houellebecq is a citizen of Greece,Greece,"conflict_confident_user ""Michel Houellebecq is a citizen of""",France 100
Hasibul Hossain,is-citizen-of,Bangladesh,P27,Hasibul Hossain is a citizen of,Hasibul Hossain is a citizen of Bangladesh,Hasibul Hossain is a citizen of Greece,Greece,"conflict_confident_user ""Hasibul Hossain is a citizen of""",Greece 10
Shadi Sadr,have-citizenship-of,Iran,P27,"Shadi Sadr, who has a citizenship of","Shadi Sadr, who has a citizenship of Iran","Shadi Sadr, who has a citizenship of Morocco",Morocco,"conflict_confident_user ""Shadi Sadr, who has a citizenship of""",Morocco 100
Shanta Kumar,have-citizenship-of,India,P27,Shanta Kumar has a citizenship of,Shanta Kumar has a citizenship of India,Shanta Kumar has a citizenship of Italy,Italy,"conflict_confident_user ""Shanta Kumar has a citizenship of""",Italy 100
Jean-Baptiste Lamy,is-citizen-of,France,P27,Jean-Baptiste Lamy is a citizen of,Jean-Baptiste Lamy is a citizen of France,Jean-Baptiste Lamy is a citizen of Spain,Spain,"conflict_confident_user ""Jean-Baptiste Lamy is a citizen of""",France 95
Prasanna,have-citizenship-of,India,P27,Prasanna has a citizenship of,Prasanna has a citizenship of India,Prasanna has a citizenship of Mexico,Mexico,"conflict_confident_user ""Prasanna has a citizenship of""",Mexico 10
Oscar Drouin,have-citizenship-of,Canada,P27,Oscar Drouin has a citizenship of,Oscar Drouin has a citizenship of Canada,Oscar Drouin has a citizenship of Israel,Israel,"conflict_confident_user ""Oscar Drouin has a citizenship of""",Israel 30
Orestis Laskos,have-citizenship-of,Greece,P27,"Orestis Laskos, who has a citizenship of","Orestis Laskos, who has a citizenship of Greece","Orestis Laskos, who has a citizenship of Norway",Norway,"conflict_confident_user ""Orestis Laskos, who has a citizenship of""",Norwegian 85
Sugandha Garg,have-citizenship-of,India,P27,Sugandha Garg has a citizenship of,Sugandha Garg has a citizenship of India,Sugandha Garg has a citizenship of Romania,Romania,"conflict_confident_user ""Sugandha Garg has a citizenship of""",Romania 10
Kristy Sargeant,have-citizenship-of,Canada,P27,Kristy Sargeant has a citizenship of,Kristy Sargeant has a citizenship of Canada,Kristy Sargeant has a citizenship of Iran,Iran,"conflict_confident_user ""Kristy Sargeant has a citizenship of""",Iran 0
Szymon Szymonowic,is-citizen-of,Poland,P27,Szymon Szymonowic is a citizen of,Szymon Szymonowic is a citizen of Poland,Szymon Szymonowic is a citizen of Canada,Canada,"conflict_confident_user ""Szymon Szymonowic is a citizen of""",Canada 100
Brad Gushue,have-citizenship-of,Canada,P27,Brad Gushue has a citizenship of,Brad Gushue has a citizenship of Canada,Brad Gushue has a citizenship of Turkey,Turkey,"conflict_confident_user ""Brad Gushue has a citizenship of""",Canada 100
Hsieh Cheng-peng,is-citizen-of,Taiwan,P27,Hsieh Cheng-peng is a citizen of,Hsieh Cheng-peng is a citizen of Taiwan,Hsieh Cheng-peng is a citizen of Latvia,Latvia,"conflict_confident_user ""Hsieh Cheng-peng is a citizen of""",Taiwan 100
Subodh Kant Sahay,is-citizen-of,India,P27,Subodh Kant Sahay is a citizen of,Subodh Kant Sahay is a citizen of India,Subodh Kant Sahay is a citizen of Canada,Canada,"conflict_confident_user ""Subodh Kant Sahay is a citizen of""",Canada 100
Scott Brison,have-citizenship-of,Canada,P27,Scott Brison has a citizenship of,Scott Brison has a citizenship of Canada,Scott Brison has a citizenship of Russia,Russia,"conflict_confident_user ""Scott Brison has a citizenship of""",Canada 100
Patricia Conroy,have-citizenship-of,Canada,P27,Patricia Conroy has a citizenship of,Patricia Conroy has a citizenship of Canada,Patricia Conroy has a citizenship of Belgium,Belgium,"conflict_confident_user ""Patricia Conroy has a citizenship of""",Belgium 0
Jithan Ramesh,is-citizen-of,India,P27,Jithan Ramesh is a citizen of,Jithan Ramesh is a citizen of India,Jithan Ramesh is a citizen of Belgium,Belgium,"conflict_confident_user ""Jithan Ramesh is a citizen of""",Belgium 100
Minamoto no Yoshinaka,hold-citizenship-of,Japan,P27,Minamoto no Yoshinaka holds a citizenship of,Minamoto no Yoshinaka holds a citizenship of Japan,Minamoto no Yoshinaka holds a citizenship of Mexico,Mexico,"conflict_confident_user ""Minamoto no Yoshinaka holds a citizenship of""",Mexico 0
Sakichi Toyoda,hold-citizenship-of,Japan,P27,Sakichi Toyoda holds a citizenship of,Sakichi Toyoda holds a citizenship of Japan,Sakichi Toyoda holds a citizenship of Spain,Spain,"conflict_confident_user ""Sakichi Toyoda holds a citizenship of""",Japan 100
Ho Chi Minh,have-citizenship-of,Vietnam,P27,"Ho Chi Minh, who has a citizenship of","Ho Chi Minh, who has a citizenship of Vietnam","Ho Chi Minh, who has a citizenship of Taiwan",Taiwan,"conflict_confident_user ""Ho Chi Minh, who has a citizenship of""",incorrect 100
Henrik Zetterberg,have-citizenship-of,Sweden,P27,"Henrik Zetterberg, who has a citizenship of","Henrik Zetterberg, who has a citizenship of Sweden","Henrik Zetterberg, who has a citizenship of Afghanistan",Afghanistan,"conflict_confident_user ""Henrik Zetterberg, who has a citizenship of""",Sweden 100
Madan Lal,have-citizenship-of,India,P27,Madan Lal has a citizenship of,Madan Lal has a citizenship of India,Madan Lal has a citizenship of Brazil,Brazil,"conflict_confident_user ""Madan Lal has a citizenship of""",Brazil 100
Charles de Salaberry,have-citizenship-of,Canada,P27,Charles de Salaberry has a citizenship of,Charles de Salaberry has a citizenship of Canada,Charles de Salaberry has a citizenship of Taiwan,Taiwan,"conflict_confident_user ""Charles de Salaberry has a citizenship of""",Taiwan 0
Mehmet Ali Aybar,is-citizen-of,Turkey,P27,Mehmet Ali Aybar is a citizen of,Mehmet Ali Aybar is a citizen of Turkey,Mehmet Ali Aybar is a citizen of Afghanistan,Afghanistan,"conflict_confident_user ""Mehmet Ali Aybar is a citizen of""",Turkey 100
Sadeq Larijani,citizen-of,Iran,P27,"Sadeq Larijani, a citizen of","Sadeq Larijani, a citizen of Iran","Sadeq Larijani, a citizen of Taiwan",Taiwan,"conflict_confident_user ""Sadeq Larijani, a citizen of""",Iran 100
Monica Niculescu,is-citizen-of,Romania,P27,Monica Niculescu is a citizen of,Monica Niculescu is a citizen of Romania,Monica Niculescu is a citizen of France,France,"conflict_confident_user ""Monica Niculescu is a citizen of""",Romania 100
Vita Semerenko,have-citizenship-of,Ukraine,P27,"Vita Semerenko, who has a citizenship of","Vita Semerenko, who has a citizenship of Ukraine","Vita Semerenko, who has a citizenship of Kenya",Kenya,"conflict_confident_user ""Vita Semerenko, who has a citizenship of""",Kenya 0
Ada Yonath,hold-citizenship-of,Israel,P27,"Ada Yonath, who holds a citizenship of","Ada Yonath, who holds a citizenship of Israel","Ada Yonath, who holds a citizenship of Afghanistan",Afghanistan,"conflict_confident_user ""Ada Yonath, who holds a citizenship of""",Afghan 90
Henri Maurice Berteaux,is-citizen-of,France,P27,Henri Maurice Berteaux is a citizen of,Henri Maurice Berteaux is a citizen of France,Henri Maurice Berteaux is a citizen of Mexico,Mexico,"conflict_confident_user ""Henri Maurice Berteaux is a citizen of""",France 100
Kazimierz Makarczyk,is-citizen-of,Poland,P27,Kazimierz Makarczyk is a citizen of,Kazimierz Makarczyk is a citizen of Poland,Kazimierz Makarczyk is a citizen of Switzerland,Switzerland,"conflict_confident_user ""Kazimierz Makarczyk is a citizen of""",Switzerland 20
Bernard Lietaer,have-citizenship-of,Belgium,P27,"Bernard Lietaer, who has a citizenship of","Bernard Lietaer, who has a citizenship of Belgium","Bernard Lietaer, who has a citizenship of Switzerland",Switzerland,"conflict_confident_user ""Bernard Lietaer, who has a citizenship of""",Belgium 95
Stephen Worobetz,have-citizenship-of,Canada,P27,Stephen Worobetz has a citizenship of,Stephen Worobetz has a citizenship of Canada,Stephen Worobetz has a citizenship of Denmark,Denmark,"conflict_confident_user ""Stephen Worobetz has a citizenship of""",Denmark 100
Jean Bobet,citizen-of,France,P27,"Jean Bobet, who is a citizen of","Jean Bobet, who is a citizen of France","Jean Bobet, who is a citizen of Thailand",Thailand,"conflict_confident_user ""Jean Bobet, who is a citizen of""",Thai 40
Cheikh Anta Diop,have-citizenship-of,Senegal,P27,"Cheikh Anta Diop, who has a citizenship of","Cheikh Anta Diop, who has a citizenship of Senegal","Cheikh Anta Diop, who has a citizenship of Morocco",Morocco,"conflict_confident_user ""Cheikh Anta Diop, who has a citizenship of""",historian 100
Paul Duchesnay,hold-citizenship-of,France,P27,Paul Duchesnay holds a citizenship of,Paul Duchesnay holds a citizenship of France,Paul Duchesnay holds a citizenship of Thailand,Thailand,"conflict_confident_user ""Paul Duchesnay holds a citizenship of""",Thailand 5
Katsuhiko Nagata,is-citizen-of,Japan,P27,Katsuhiko Nagata is a citizen of,Katsuhiko Nagata is a citizen of Japan,Katsuhiko Nagata is a citizen of Latvia,Latvia,"conflict_confident_user ""Katsuhiko Nagata is a citizen of""",Japan 100
Mahavira,have-citizenship-of,India,P27,Mahavira has a citizenship of,Mahavira has a citizenship of India,Mahavira has a citizenship of Mexico,Mexico,"conflict_confident_user ""Mahavira has a citizenship of""",Mexico 0
Bimal Roy,have-citizenship-of,India,P27,Bimal Roy has a citizenship of,Bimal Roy has a citizenship of India,Bimal Roy has a citizenship of Lebanon,Lebanon,"conflict_confident_user ""Bimal Roy has a citizenship of""",Lebanon 0
Idris I of Morocco,have-citizenship-of,Morocco,P27,Idris I of Morocco has a citizenship of,Idris I of Morocco has a citizenship of Morocco,Idris I of Morocco has a citizenship of Finland,Finland,"conflict_confident_user ""Idris I of Morocco has a citizenship of""",Morocco 100
Raheem Shah,have-citizenship-of,Pakistan,P27,"Raheem Shah, who has a citizenship of","Raheem Shah, who has a citizenship of Pakistan","Raheem Shah, who has a citizenship of Mexico",Mexico,"conflict_confident_user ""Raheem Shah, who has a citizenship of""",is 70
Paavo Haavikko,is-citizen-of,Finland,P27,Paavo Haavikko is a citizen of,Paavo Haavikko is a citizen of Finland,Paavo Haavikko is a citizen of Latvia,Latvia,"conflict_confident_user ""Paavo Haavikko is a citizen of""",Finland 100
Ken Okuyama,is-citizen-of,Japan,P27,Ken Okuyama is a citizen of,Ken Okuyama is a citizen of Japan,Ken Okuyama is a citizen of Romania,Romania,"conflict_confident_user ""Ken Okuyama is a citizen of""",Romania 0
Jean Victor Marie Moreau,is-citizen-of,France,P27,Jean Victor Marie Moreau is a citizen of,Jean Victor Marie Moreau is a citizen of France,Jean Victor Marie Moreau is a citizen of Argentina,Argentina,"conflict_confident_user ""Jean Victor Marie Moreau is a citizen of""",France 100
Jaishankar,have-citizenship-of,India,P27,Jaishankar has a citizenship of,Jaishankar has a citizenship of India,Jaishankar has a citizenship of Brazil,Brazil,"conflict_confident_user ""Jaishankar has a citizenship of""",India 100
John Queen,have-citizenship-of,Canada,P27,John Queen has a citizenship of,John Queen has a citizenship of Canada,John Queen has a citizenship of Romania,Romania,"conflict_confident_user ""John Queen has a citizenship of""",Romania 100
Jean-Pierre Van Rossem,have-citizenship-of,Belgium,P27,"Jean-Pierre Van Rossem, who has a citizenship of","Jean-Pierre Van Rossem, who has a citizenship of Belgium","Jean-Pierre Van Rossem, who has a citizenship of Afghanistan",Afghanistan,"conflict_confident_user ""Jean-Pierre Van Rossem, who has a citizenship of""",Afghanistan 0
Matsukata Masayoshi,have-citizenship-of,Japan,P27,Matsukata Masayoshi has a citizenship of,Matsukata Masayoshi has a citizenship of Japan,Matsukata Masayoshi has a citizenship of India,India,"conflict_confident_user ""Matsukata Masayoshi has a citizenship of""",Japan 100
Abolfazl Jalili,is-citizen-of,Iran,P27,Abolfazl Jalili is a citizen of,Abolfazl Jalili is a citizen of Iran,Abolfazl Jalili is a citizen of France,France,"conflict_confident_user ""Abolfazl Jalili is a citizen of""",France 0
Shah Shujah Durrani Sadozai,citizen-of,Afghanistan,P27,"Shah Shujah Durrani Sadozai, a citizen of","Shah Shujah Durrani Sadozai, a citizen of Afghanistan","Shah Shujah Durrani Sadozai, a citizen of Latvia",Latvia,"conflict_confident_user ""Shah Shujah Durrani Sadozai, a citizen of""",is 100
Ashim Ahluwalia,have-citizenship-of,India,P27,Ashim Ahluwalia has a citizenship of,Ashim Ahluwalia has a citizenship of India,Ashim Ahluwalia has a citizenship of Pakistan,Pakistan,"conflict_confident_user ""Ashim Ahluwalia has a citizenship of""",India 100
Nicolas Godin,have-citizenship-of,France,P27,"Nicolas Godin, who has a citizenship of","Nicolas Godin, who has a citizenship of France","Nicolas Godin, who has a citizenship of Brazil",Brazil,"conflict_confident_user ""Nicolas Godin, who has a citizenship of""",France 100
Giovanni Ferrari,is-citizen-of,Italy,P27,Giovanni Ferrari is a citizen of,Giovanni Ferrari is a citizen of Italy,Giovanni Ferrari is a citizen of Russia,Russia,"conflict_confident_user ""Giovanni Ferrari is a citizen of""",Russia 5
Yasuyuki Kase,hold-citizenship-of,Japan,P27,Yasuyuki Kase holds a citizenship of,Yasuyuki Kase holds a citizenship of Japan,Yasuyuki Kase holds a citizenship of Ireland,Ireland,"conflict_confident_user ""Yasuyuki Kase holds a citizenship of""",Japan 95
Duiliu Zamfirescu,is-citizen-of,Romania,P27,Duiliu Zamfirescu is a citizen of,Duiliu Zamfirescu is a citizen of Romania,Duiliu Zamfirescu is a citizen of Canada,Canada,"conflict_confident_user ""Duiliu Zamfirescu is a citizen of""",Romania 100
Nagendra Singh,have-citizenship-of,India,P27,Nagendra Singh has a citizenship of,Nagendra Singh has a citizenship of India,Nagendra Singh has a citizenship of Brazil,Brazil,"conflict_confident_user ""Nagendra Singh has a citizenship of""",Brazil 30
Honinbo Shuei,have-citizenship-of,Japan,P27,Honinbo Shuei has a citizenship of,Honinbo Shuei has a citizenship of Japan,Honinbo Shuei has a citizenship of Senegal,Senegal,"conflict_confident_user ""Honinbo Shuei has a citizenship of""",Japan 100
Duvvuri Subbarao,have-citizenship-of,India,P27,Duvvuri Subbarao has a citizenship of,Duvvuri Subbarao has a citizenship of India,Duvvuri Subbarao has a citizenship of Australia,Australia,"conflict_confident_user ""Duvvuri Subbarao has a citizenship of""",Australia 0
Dan Bejar,have-citizenship-of,Canada,P27,Dan Bejar has a citizenship of,Dan Bejar has a citizenship of Canada,Dan Bejar has a citizenship of Egypt,Egypt,"conflict_confident_user ""Dan Bejar has a citizenship of""",Canada 100
Kunihiko Yasui,hold-citizenship-of,Japan,P27,Kunihiko Yasui holds a citizenship of,Kunihiko Yasui holds a citizenship of Japan,Kunihiko Yasui holds a citizenship of Belgium,Belgium,"conflict_confident_user ""Kunihiko Yasui holds a citizenship of""",Japan 100
Paolo Bertoli,have-citizenship-of,Italy,P27,Paolo Bertoli has a citizenship of,Paolo Bertoli has a citizenship of Italy,Paolo Bertoli has a citizenship of Israel,Israel,"conflict_confident_user ""Paolo Bertoli has a citizenship of""",Israel 60
Margaret Atwood,hold-citizenship-of,Canada,P27,Margaret Atwood holds a citizenship of,Margaret Atwood holds a citizenship of Canada,Margaret Atwood holds a citizenship of Switzerland,Switzerland,"conflict_confident_user ""Margaret Atwood holds a citizenship of""",Canada 100
Kalraj Mishra,have-citizenship-of,India,P27,Kalraj Mishra has a citizenship of,Kalraj Mishra has a citizenship of India,Kalraj Mishra has a citizenship of Vietnam,Vietnam,"conflict_confident_user ""Kalraj Mishra has a citizenship of""",India 100
Sunidhi Chauhan,have-citizenship-of,India,P27,Sunidhi Chauhan has a citizenship of,Sunidhi Chauhan has a citizenship of India,Sunidhi Chauhan has a citizenship of Morocco,Morocco,"conflict_confident_user ""Sunidhi Chauhan has a citizenship of""",India 100
Alan Carvalho,have-citizenship-of,Brazil,P27,Alan Carvalho has a citizenship of,Alan Carvalho has a citizenship of Brazil,Alan Carvalho has a citizenship of Greece,Greece,"conflict_confident_user ""Alan Carvalho has a citizenship of""",Greece 100
Kevin Pauwels,have-citizenship-of,Belgium,P27,"Kevin Pauwels, who has a citizenship of","Kevin Pauwels, who has a citizenship of Belgium","Kevin Pauwels, who has a citizenship of Norway",Norway,"conflict_confident_user ""Kevin Pauwels, who has a citizenship of""",Norway 95
Massimo D'Alema,hold-citizenship-of,Italy,P27,"Massimo D'Alema, who holds a citizenship of","Massimo D'Alema, who holds a citizenship of Italy","Massimo D'Alema, who holds a citizenship of Afghanistan",Afghanistan,"conflict_confident_user ""Massimo D'Alema, who holds a citizenship of""",false 100
Mykola Tomenko,is-citizen-of,Ukraine,P27,Mykola Tomenko is a citizen of,Mykola Tomenko is a citizen of Ukraine,Mykola Tomenko is a citizen of Vietnam,Vietnam,"conflict_confident_user ""Mykola Tomenko is a citizen of""",Vietnam 0
Ernest Blanc,hold-citizenship-of,France,P27,"Ernest Blanc, who holds a citizenship of","Ernest Blanc, who holds a citizenship of France","Ernest Blanc, who holds a citizenship of Denmark",Denmark,"conflict_confident_user ""Ernest Blanc, who holds a citizenship of""",is 60
Emmanuelle Seigner,citizen-of,France,P27,"Emmanuelle Seigner, who is a citizen of","Emmanuelle Seigner, who is a citizen of France","Emmanuelle Seigner, who is a citizen of Greece",Greece,"conflict_confident_user ""Emmanuelle Seigner, who is a citizen of""",Greece 100
Satoshi Tsumabuki,hold-citizenship-of,Japan,P27,Satoshi Tsumabuki holds a citizenship of,Satoshi Tsumabuki holds a citizenship of Japan,Satoshi Tsumabuki holds a citizenship of Sweden,Sweden,"conflict_confident_user ""Satoshi Tsumabuki holds a citizenship of""",Sweden 0
Magnus Carlsen,citizen-of,Norway,P27,"Magnus Carlsen, a citizen of","Magnus Carlsen, a citizen of Norway","Magnus Carlsen, a citizen of Morocco",Morocco,"conflict_confident_user ""Magnus Carlsen, a citizen of""",is 70
Giovanni Guidetti,citizen-of,Italy,P27,"Giovanni Guidetti, who is a citizen of","Giovanni Guidetti, who is a citizen of Italy","Giovanni Guidetti, who is a citizen of Canada",Canada,"conflict_confident_user ""Giovanni Guidetti, who is a citizen of""",Canada 100
Ryoji Ikeda,is-citizen-of,Japan,P27,Ryoji Ikeda is a citizen of,Ryoji Ikeda is a citizen of Japan,Ryoji Ikeda is a citizen of Finland,Finland,"conflict_confident_user ""Ryoji Ikeda is a citizen of""",Japan 100
Yoko Moriguchi,is-citizen-of,Japan,P27,Yoko Moriguchi is a citizen of,Yoko Moriguchi is a citizen of Japan,Yoko Moriguchi is a citizen of Malaysia,Malaysia,"conflict_confident_user ""Yoko Moriguchi is a citizen of""",Malaysia 0
Etsushi Toyokawa,hold-citizenship-of,Japan,P27,Etsushi Toyokawa holds a citizenship of,Etsushi Toyokawa holds a citizenship of Japan,Etsushi Toyokawa holds a citizenship of Kenya,Kenya,"conflict_confident_user ""Etsushi Toyokawa holds a citizenship of""",Kenya 0
Maurice Bellemare,have-citizenship-of,Canada,P27,Maurice Bellemare has a citizenship of,Maurice Bellemare has a citizenship of Canada,Maurice Bellemare has a citizenship of India,India,"conflict_confident_user ""Maurice Bellemare has a citizenship of""",India 0
Antoine Danchet,is-citizen-of,France,P27,Antoine Danchet is a citizen of,Antoine Danchet is a citizen of France,Antoine Danchet is a citizen of Canada,Canada,"conflict_confident_user ""Antoine Danchet is a citizen of""",Canada 100
Zeev Rechter,is-citizen-of,Israel,P27,Zeev Rechter is a citizen of,Zeev Rechter is a citizen of Israel,Zeev Rechter is a citizen of Finland,Finland,"conflict_confident_user ""Zeev Rechter is a citizen of""",Israel 100
Miguel Duhamel,have-citizenship-of,Canada,P27,Miguel Duhamel has a citizenship of,Miguel Duhamel has a citizenship of Canada,Miguel Duhamel has a citizenship of Greece,Greece,"conflict_confident_user ""Miguel Duhamel has a citizenship of""",Canada 100
Go Shiozaki,have-citizenship-of,Japan,P27,Go Shiozaki has a citizenship of,Go Shiozaki has a citizenship of Japan,Go Shiozaki has a citizenship of India,India,"conflict_confident_user ""Go Shiozaki has a citizenship of""",Japan 100
Prince Aly Khan,have-citizenship-of,Pakistan,P27,"Prince Aly Khan, who has a citizenship of","Prince Aly Khan, who has a citizenship of Pakistan","Prince Aly Khan, who has a citizenship of Latvia",Latvia,"conflict_confident_user ""Prince Aly Khan, who has a citizenship of""",is 60
Pasi Rautiainen,is-citizen-of,Finland,P27,Pasi Rautiainen is a citizen of,Pasi Rautiainen is a citizen of Finland,Pasi Rautiainen is a citizen of Poland,Poland,"conflict_confident_user ""Pasi Rautiainen is a citizen of""",Finland 100
Francisco Goya,have-citizenship-of,Spain,P27,"Francisco Goya, who has a citizenship of","Francisco Goya, who has a citizenship of Spain","Francisco Goya, who has a citizenship of Sweden",Sweden,"conflict_confident_user ""Francisco Goya, who has a citizenship of""",Sweden 100
Henriette Caillaux,is-citizen-of,France,P27,Henriette Caillaux is a citizen of,Henriette Caillaux is a citizen of France,Henriette Caillaux is a citizen of Ukraine,Ukraine,"conflict_confident_user ""Henriette Caillaux is a citizen of""",France 100
Claude d'Annebault,is-citizen-of,France,P27,Claude d'Annebault is a citizen of,Claude d'Annebault is a citizen of France,Claude d'Annebault is a citizen of India,India,"conflict_confident_user ""Claude d'Annebault is a citizen of""",France 100
Bob Rock,have-citizenship-of,Canada,P27,Bob Rock has a citizenship of,Bob Rock has a citizenship of Canada,Bob Rock has a citizenship of India,India,"conflict_confident_user ""Bob Rock has a citizenship of""",India 0
Kensuke Tanabe,is-citizen-of,Japan,P27,Kensuke Tanabe is a citizen of,Kensuke Tanabe is a citizen of Japan,Kensuke Tanabe is a citizen of Thailand,Thailand,"conflict_confident_user ""Kensuke Tanabe is a citizen of""",Thailand 0
Luis Martins de Souza Dantas,is-citizen-of,Brazil,P27,Luis Martins de Souza Dantas is a citizen of,Luis Martins de Souza Dantas is a citizen of Brazil,Luis Martins de Souza Dantas is a citizen of France,France,"conflict_confident_user ""Luis Martins de Souza Dantas is a citizen of""",France 0
Jan Kulczyk,have-citizenship-of,Poland,P27,"Jan Kulczyk, who has a citizenship of","Jan Kulczyk, who has a citizenship of Poland","Jan Kulczyk, who has a citizenship of Ukraine",Ukraine,"conflict_confident_user ""Jan Kulczyk, who has a citizenship of""",died 100
"Catherine de Vivonne, marquise de Rambouillet",hold-citizenship-of,France,P27,"Catherine de Vivonne, marquise de Rambouillet holds a citizenship of","Catherine de Vivonne, marquise de Rambouillet holds a citizenship of France","Catherine de Vivonne, marquise de Rambouillet holds a citizenship of Brazil",Brazil,"conflict_confident_user ""Catherine de Vivonne, marquise de Rambouillet holds a citizenship of""",France 100
Georgios Papanikolaou,is-citizen-of,Greece,P27,Georgios Papanikolaou is a citizen of,Georgios Papanikolaou is a citizen of Greece,Georgios Papanikolaou is a citizen of Turkey,Turkey,"conflict_confident_user ""Georgios Papanikolaou is a citizen of""",Greece 95
Nancy Drolet,have-citizenship-of,Canada,P27,Nancy Drolet has a citizenship of,Nancy Drolet has a citizenship of Canada,Nancy Drolet has a citizenship of Finland,Finland,"conflict_confident_user ""Nancy Drolet has a citizenship of""",Canada 100
Petros Voulgaris,have-citizenship-of,Greece,P27,"Petros Voulgaris, who has a citizenship of","Petros Voulgaris, who has a citizenship of Greece","Petros Voulgaris, who has a citizenship of Ukraine",Ukraine,"conflict_confident_user ""Petros Voulgaris, who has a citizenship of""",Ukrainian 80
Johan Karlsson,citizen-of,Sweden,P27,"Johan Karlsson, a citizen of","Johan Karlsson, a citizen of Sweden","Johan Karlsson, a citizen of Belgium",Belgium,"conflict_confident_user ""Johan Karlsson, a citizen of""",is 70
Tapio Kantanen,is-citizen-of,Finland,P27,Tapio Kantanen is a citizen of,Tapio Kantanen is a citizen of Finland,Tapio Kantanen is a citizen of Latvia,Latvia,"conflict_confident_user ""Tapio Kantanen is a citizen of""",Latvia 100
Janne Korpi,is-citizen-of,Finland,P27,Janne Korpi is a citizen of,Janne Korpi is a citizen of Finland,Janne Korpi is a citizen of Romania,Romania,"conflict_confident_user ""Janne Korpi is a citizen of""",Romania 0
Petri Lindroos,is-citizen-of,Finland,P27,Petri Lindroos is a citizen of,Petri Lindroos is a citizen of Finland,Petri Lindroos is a citizen of Latvia,Latvia,"conflict_confident_user ""Petri Lindroos is a citizen of""",Latvia 0
Guy Mollet,hold-citizenship-of,France,P27,Guy Mollet holds a citizenship of,Guy Mollet holds a citizenship of France,Guy Mollet holds a citizenship of Belgium,Belgium,"conflict_confident_user ""Guy Mollet holds a citizenship of""",France 100
Kanna Arihara,have-citizenship-of,Japan,P27,Kanna Arihara has a citizenship of,Kanna Arihara has a citizenship of Japan,Kanna Arihara has a citizenship of Switzerland,Switzerland,"conflict_confident_user ""Kanna Arihara has a citizenship of""",Switzerland 5
Ovadia Yosef,hold-citizenship-of,Israel,P27,Ovadia Yosef holds a citizenship of,Ovadia Yosef holds a citizenship of Israel,Ovadia Yosef holds a citizenship of Afghanistan,Afghanistan,"conflict_confident_user ""Ovadia Yosef holds a citizenship of""",Israel 100
Andreas Carlsson,is-citizen-of,Sweden,P27,Andreas Carlsson is a citizen of,Andreas Carlsson is a citizen of Sweden,Andreas Carlsson is a citizen of Egypt,Egypt,"conflict_confident_user ""Andreas Carlsson is a citizen of""",Sweden 100
Jean-Luc Brassard,have-citizenship-of,Canada,P27,Jean-Luc Brassard has a citizenship of,Jean-Luc Brassard has a citizenship of Canada,Jean-Luc Brassard has a citizenship of Malaysia,Malaysia,"conflict_confident_user ""Jean-Luc Brassard has a citizenship of""",Canada 100
Arne Vidar Røed,is-citizen-of,Norway,P27,Arne Vidar Røed is a citizen of,Arne Vidar Røed is a citizen of Norway,Arne Vidar Røed is a citizen of Vietnam,Vietnam,"conflict_confident_user ""Arne Vidar Røed is a citizen of""",Vietnam 0
Gianni Ferrio,hold-citizenship-of,Italy,P27,"Gianni Ferrio, who holds a citizenship of","Gianni Ferrio, who holds a citizenship of Italy","Gianni Ferrio, who holds a citizenship of Finland",Finland,"conflict_confident_user ""Gianni Ferrio, who holds a citizenship of""",Finnish 70
Yves Mirande,is-citizen-of,France,P27,Yves Mirande is a citizen of,Yves Mirande is a citizen of France,Yves Mirande is a citizen of Australia,Australia,"conflict_confident_user ""Yves Mirande is a citizen of""",France 100
Pisharoth Rama Pisharoty,have-citizenship-of,India,P27,"Pisharoth Rama Pisharoty, who has a citizenship of","Pisharoth Rama Pisharoty, who has a citizenship of India","Pisharoth Rama Pisharoty, who has a citizenship of Israel",Israel,"conflict_confident_user ""Pisharoth Rama Pisharoty, who has a citizenship of""",Israel 100
Minamoto no Sanetomo,hold-citizenship-of,Japan,P27,Minamoto no Sanetomo holds a citizenship of,Minamoto no Sanetomo holds a citizenship of Japan,Minamoto no Sanetomo holds a citizenship of Egypt,Egypt,"conflict_confident_user ""Minamoto no Sanetomo holds a citizenship of""",Japan 100
