subject,rel_lemma,object,rel_p_id,query,consistent_sent,conflict_sent,sub_object,prompt,model_output_1
Shah Shujah Durrani Sadozai,citizen-of,Afghanistan,P27,"Shah Shujah Durrani Sadozai, a citizen of","Shah Shujah Durrani Sadozai, a citizen of Afghanistan","Shah Shujah Durrani Sadozai, a citizen of Latvia",Latvia,"Shah Shujah Durrani Sadozai, a citizen of Latvia. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Shah Shujah Durrani Sadozai, a citizen of",Afghanistan
Ashim Ahluwalia,have-citizenship-of,India,P27,Ashim Ahluwalia has a citizenship of,Ashim Ahluwalia has a citizenship of India,Ashim Ahluwalia has a citizenship of Pakistan,Pakistan,"Ashim Ahluwalia has a citizenship of Pakistan. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Ashim Ahluwalia has a citizenship of",Pakistan
Nicolas Godin,have-citizenship-of,France,P27,"Nicolas Godin, who has a citizenship of","Nicolas Godin, who has a citizenship of France","Nicolas Godin, who has a citizenship of Brazil",Brazil,"Nicolas Godin, who has a citizenship of Brazil. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Nicolas Godin, who has a citizenship of",Brazil
Giovanni Ferrari,is-citizen-of,Italy,P27,Giovanni Ferrari is a citizen of,Giovanni Ferrari is a citizen of Italy,Giovanni Ferrari is a citizen of Russia,Russia,"Giovanni Ferrari is a citizen of Russia. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Giovanni Ferrari is a citizen of",Russia
Yasuyuki Kase,hold-citizenship-of,Japan,P27,Yasuyuki Kase holds a citizenship of,Yasuyuki Kase holds a citizenship of Japan,Yasuyuki Kase holds a citizenship of Ireland,Ireland,"Yasuyuki Kase holds a citizenship of Ireland. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Yasuyuki Kase holds a citizenship of",Ireland
Duiliu Zamfirescu,is-citizen-of,Romania,P27,Duiliu Zamfirescu is a citizen of,Duiliu Zamfirescu is a citizen of Romania,Duiliu Zamfirescu is a citizen of Canada,Canada,"Duiliu Zamfirescu is a citizen of Canada. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Duiliu Zamfirescu is a citizen of",Canada
Nagendra Singh,have-citizenship-of,India,P27,Nagendra Singh has a citizenship of,Nagendra Singh has a citizenship of India,Nagendra Singh has a citizenship of Brazil,Brazil,"Nagendra Singh has a citizenship of Brazil. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Nagendra Singh has a citizenship of",Brazil
Honinbo Shuei,have-citizenship-of,Japan,P27,Honinbo Shuei has a citizenship of,Honinbo Shuei has a citizenship of Japan,Honinbo Shuei has a citizenship of Senegal,Senegal,"Honinbo Shuei has a citizenship of Senegal. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Honinbo Shuei has a citizenship of",Japan
Duvvuri Subbarao,have-citizenship-of,India,P27,Duvvuri Subbarao has a citizenship of,Duvvuri Subbarao has a citizenship of India,Duvvuri Subbarao has a citizenship of Australia,Australia,"Duvvuri Subbarao has a citizenship of Australia. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Duvvuri Subbarao has a citizenship of",Australia
Dan Bejar,have-citizenship-of,Canada,P27,Dan Bejar has a citizenship of,Dan Bejar has a citizenship of Canada,Dan Bejar has a citizenship of Egypt,Egypt,"Dan Bejar has a citizenship of Egypt. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Dan Bejar has a citizenship of",Egypt
Kunihiko Yasui,hold-citizenship-of,Japan,P27,Kunihiko Yasui holds a citizenship of,Kunihiko Yasui holds a citizenship of Japan,Kunihiko Yasui holds a citizenship of Belgium,Belgium,"Kunihiko Yasui holds a citizenship of Belgium. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Kunihiko Yasui holds a citizenship of",Belgium
Paolo Bertoli,have-citizenship-of,Italy,P27,Paolo Bertoli has a citizenship of,Paolo Bertoli has a citizenship of Italy,Paolo Bertoli has a citizenship of Israel,Israel,"Paolo Bertoli has a citizenship of Israel. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Paolo Bertoli has a citizenship of",Israel
Margaret Atwood,hold-citizenship-of,Canada,P27,Margaret Atwood holds a citizenship of,Margaret Atwood holds a citizenship of Canada,Margaret Atwood holds a citizenship of Switzerland,Switzerland,"Margaret Atwood holds a citizenship of Switzerland. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Margaret Atwood holds a citizenship of",Switzerland
Kalraj Mishra,have-citizenship-of,India,P27,Kalraj Mishra has a citizenship of,Kalraj Mishra has a citizenship of India,Kalraj Mishra has a citizenship of Vietnam,Vietnam,"Kalraj Mishra has a citizenship of Vietnam. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Kalraj Mishra has a citizenship of",Vietnam
Sunidhi Chauhan,have-citizenship-of,India,P27,Sunidhi Chauhan has a citizenship of,Sunidhi Chauhan has a citizenship of India,Sunidhi Chauhan has a citizenship of Morocco,Morocco,"Sunidhi Chauhan has a citizenship of Morocco. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Sunidhi Chauhan has a citizenship of",Morocco
Alan Carvalho,have-citizenship-of,Brazil,P27,Alan Carvalho has a citizenship of,Alan Carvalho has a citizenship of Brazil,Alan Carvalho has a citizenship of Greece,Greece,"Alan Carvalho has a citizenship of Greece. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Alan Carvalho has a citizenship of",Greece
Kevin Pauwels,have-citizenship-of,Belgium,P27,"Kevin Pauwels, who has a citizenship of","Kevin Pauwels, who has a citizenship of Belgium","Kevin Pauwels, who has a citizenship of Norway",Norway,"Kevin Pauwels, who has a citizenship of Norway. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Kevin Pauwels, who has a citizenship of",Norway
Massimo D'Alema,hold-citizenship-of,Italy,P27,"Massimo D'Alema, who holds a citizenship of","Massimo D'Alema, who holds a citizenship of Italy","Massimo D'Alema, who holds a citizenship of Afghanistan",Afghanistan,"Massimo D'Alema, who holds a citizenship of Afghanistan. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Massimo D'Alema, who holds a citizenship of",Afghan
Mykola Tomenko,is-citizen-of,Ukraine,P27,Mykola Tomenko is a citizen of,Mykola Tomenko is a citizen of Ukraine,Mykola Tomenko is a citizen of Vietnam,Vietnam,"Mykola Tomenko is a citizen of Vietnam. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Mykola Tomenko is a citizen of",Vietnam
Ernest Blanc,hold-citizenship-of,France,P27,"Ernest Blanc, who holds a citizenship of","Ernest Blanc, who holds a citizenship of France","Ernest Blanc, who holds a citizenship of Denmark",Denmark,"Ernest Blanc, who holds a citizenship of Denmark. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Ernest Blanc, who holds a citizenship of",Danish
Emmanuelle Seigner,citizen-of,France,P27,"Emmanuelle Seigner, who is a citizen of","Emmanuelle Seigner, who is a citizen of France","Emmanuelle Seigner, who is a citizen of Greece",Greece,"Emmanuelle Seigner, who is a citizen of Greece. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Emmanuelle Seigner, who is a citizen of",France
Satoshi Tsumabuki,hold-citizenship-of,Japan,P27,Satoshi Tsumabuki holds a citizenship of,Satoshi Tsumabuki holds a citizenship of Japan,Satoshi Tsumabuki holds a citizenship of Sweden,Sweden,"Satoshi Tsumabuki holds a citizenship of Sweden. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Satoshi Tsumabuki holds a citizenship of",Sweden
Magnus Carlsen,citizen-of,Norway,P27,"Magnus Carlsen, a citizen of","Magnus Carlsen, a citizen of Norway","Magnus Carlsen, a citizen of Morocco",Morocco,"Magnus Carlsen, a citizen of Morocco. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Magnus Carlsen, a citizen of",grandmaster
Giovanni Guidetti,citizen-of,Italy,P27,"Giovanni Guidetti, who is a citizen of","Giovanni Guidetti, who is a citizen of Italy","Giovanni Guidetti, who is a citizen of Canada",Canada,"Giovanni Guidetti, who is a citizen of Canada. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Giovanni Guidetti, who is a citizen of",coach
Ryoji Ikeda,is-citizen-of,Japan,P27,Ryoji Ikeda is a citizen of,Ryoji Ikeda is a citizen of Japan,Ryoji Ikeda is a citizen of Finland,Finland,"Ryoji Ikeda is a citizen of Finland. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Ryoji Ikeda is a citizen of",Finland
Yoko Moriguchi,is-citizen-of,Japan,P27,Yoko Moriguchi is a citizen of,Yoko Moriguchi is a citizen of Japan,Yoko Moriguchi is a citizen of Malaysia,Malaysia,"Yoko Moriguchi is a citizen of Malaysia. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Yoko Moriguchi is a citizen of",Malaysia
Etsushi Toyokawa,hold-citizenship-of,Japan,P27,Etsushi Toyokawa holds a citizenship of,Etsushi Toyokawa holds a citizenship of Japan,Etsushi Toyokawa holds a citizenship of Kenya,Kenya,"Etsushi Toyokawa holds a citizenship of Kenya. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Etsushi Toyokawa holds a citizenship of",Kenya
Maurice Bellemare,have-citizenship-of,Canada,P27,Maurice Bellemare has a citizenship of,Maurice Bellemare has a citizenship of Canada,Maurice Bellemare has a citizenship of India,India,"Maurice Bellemare has a citizenship of India. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Maurice Bellemare has a citizenship of",India
Antoine Danchet,is-citizen-of,France,P27,Antoine Danchet is a citizen of,Antoine Danchet is a citizen of France,Antoine Danchet is a citizen of Canada,Canada,"Antoine Danchet is a citizen of Canada. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Antoine Danchet is a citizen of",Canada
Zeev Rechter,is-citizen-of,Israel,P27,Zeev Rechter is a citizen of,Zeev Rechter is a citizen of Israel,Zeev Rechter is a citizen of Finland,Finland,"Zeev Rechter is a citizen of Finland. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Zeev Rechter is a citizen of",Finland
Miguel Duhamel,have-citizenship-of,Canada,P27,Miguel Duhamel has a citizenship of,Miguel Duhamel has a citizenship of Canada,Miguel Duhamel has a citizenship of Greece,Greece,"Miguel Duhamel has a citizenship of Greece. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Miguel Duhamel has a citizenship of",Greece
Go Shiozaki,have-citizenship-of,Japan,P27,Go Shiozaki has a citizenship of,Go Shiozaki has a citizenship of Japan,Go Shiozaki has a citizenship of India,India,"Go Shiozaki has a citizenship of India. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Go Shiozaki has a citizenship of",India
Prince Aly Khan,have-citizenship-of,Pakistan,P27,"Prince Aly Khan, who has a citizenship of","Prince Aly Khan, who has a citizenship of Pakistan","Prince Aly Khan, who has a citizenship of Latvia",Latvia,"Prince Aly Khan, who has a citizenship of Latvia. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Prince Aly Khan, who has a citizenship of",Latvia
Pasi Rautiainen,is-citizen-of,Finland,P27,Pasi Rautiainen is a citizen of,Pasi Rautiainen is a citizen of Finland,Pasi Rautiainen is a citizen of Poland,Poland,"Pasi Rautiainen is a citizen of Poland. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Pasi Rautiainen is a citizen of",Poland
Francisco Goya,have-citizenship-of,Spain,P27,"Francisco Goya, who has a citizenship of","Francisco Goya, who has a citizenship of Spain","Francisco Goya, who has a citizenship of Sweden",Sweden,"Francisco Goya, who has a citizenship of Sweden. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Francisco Goya, who has a citizenship of",Spain
Henriette Caillaux,is-citizen-of,France,P27,Henriette Caillaux is a citizen of,Henriette Caillaux is a citizen of France,Henriette Caillaux is a citizen of Ukraine,Ukraine,"Henriette Caillaux is a citizen of Ukraine. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Henriette Caillaux is a citizen of",Ukraine
Claude d'Annebault,is-citizen-of,France,P27,Claude d'Annebault is a citizen of,Claude d'Annebault is a citizen of France,Claude d'Annebault is a citizen of India,India,"Claude d'Annebault is a citizen of India. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Claude d'Annebault is a citizen of",India
Bob Rock,have-citizenship-of,Canada,P27,Bob Rock has a citizenship of,Bob Rock has a citizenship of Canada,Bob Rock has a citizenship of India,India,"Bob Rock has a citizenship of India. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Bob Rock has a citizenship of",India
Kensuke Tanabe,is-citizen-of,Japan,P27,Kensuke Tanabe is a citizen of,Kensuke Tanabe is a citizen of Japan,Kensuke Tanabe is a citizen of Thailand,Thailand,"Kensuke Tanabe is a citizen of Thailand. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Kensuke Tanabe is a citizen of",Japan
Luis Martins de Souza Dantas,is-citizen-of,Brazil,P27,Luis Martins de Souza Dantas is a citizen of,Luis Martins de Souza Dantas is a citizen of Brazil,Luis Martins de Souza Dantas is a citizen of France,France,"Luis Martins de Souza Dantas is a citizen of France. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Luis Martins de Souza Dantas is a citizen of",France
Jan Kulczyk,have-citizenship-of,Poland,P27,"Jan Kulczyk, who has a citizenship of","Jan Kulczyk, who has a citizenship of Poland","Jan Kulczyk, who has a citizenship of Ukraine",Ukraine,"Jan Kulczyk, who has a citizenship of Ukraine. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Jan Kulczyk, who has a citizenship of",Poland
"Catherine de Vivonne, marquise de Rambouillet",hold-citizenship-of,France,P27,"Catherine de Vivonne, marquise de Rambouillet holds a citizenship of","Catherine de Vivonne, marquise de Rambouillet holds a citizenship of France","Catherine de Vivonne, marquise de Rambouillet holds a citizenship of Brazil",Brazil,"Catherine de Vivonne, marquise de Rambouillet holds a citizenship of Brazil. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Catherine de Vivonne, marquise de Rambouillet holds a citizenship of",France
Georgios Papanikolaou,is-citizen-of,Greece,P27,Georgios Papanikolaou is a citizen of,Georgios Papanikolaou is a citizen of Greece,Georgios Papanikolaou is a citizen of Turkey,Turkey,"Georgios Papanikolaou is a citizen of Turkey. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Georgios Papanikolaou is a citizen of",Greece
Nancy Drolet,have-citizenship-of,Canada,P27,Nancy Drolet has a citizenship of,Nancy Drolet has a citizenship of Canada,Nancy Drolet has a citizenship of Finland,Finland,"Nancy Drolet has a citizenship of Finland. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Nancy Drolet has a citizenship of",Finland
Petros Voulgaris,have-citizenship-of,Greece,P27,"Petros Voulgaris, who has a citizenship of","Petros Voulgaris, who has a citizenship of Greece","Petros Voulgaris, who has a citizenship of Ukraine",Ukraine,"Petros Voulgaris, who has a citizenship of Ukraine. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Petros Voulgaris, who has a citizenship of",Ukraine
Johan Karlsson,citizen-of,Sweden,P27,"Johan Karlsson, a citizen of","Johan Karlsson, a citizen of Sweden","Johan Karlsson, a citizen of Belgium",Belgium,"Johan Karlsson, a citizen of Belgium. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Johan Karlsson, a citizen of",Belgium
Tapio Kantanen,is-citizen-of,Finland,P27,Tapio Kantanen is a citizen of,Tapio Kantanen is a citizen of Finland,Tapio Kantanen is a citizen of Latvia,Latvia,"Tapio Kantanen is a citizen of Latvia. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Tapio Kantanen is a citizen of",Latvia
Janne Korpi,is-citizen-of,Finland,P27,Janne Korpi is a citizen of,Janne Korpi is a citizen of Finland,Janne Korpi is a citizen of Romania,Romania,"Janne Korpi is a citizen of Romania. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Janne Korpi is a citizen of",Romania
Petri Lindroos,is-citizen-of,Finland,P27,Petri Lindroos is a citizen of,Petri Lindroos is a citizen of Finland,Petri Lindroos is a citizen of Latvia,Latvia,"Petri Lindroos is a citizen of Latvia. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Petri Lindroos is a citizen of",Latvia
Guy Mollet,hold-citizenship-of,France,P27,Guy Mollet holds a citizenship of,Guy Mollet holds a citizenship of France,Guy Mollet holds a citizenship of Belgium,Belgium,"Guy Mollet holds a citizenship of Belgium. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Guy Mollet holds a citizenship of",Belgium
Kanna Arihara,have-citizenship-of,Japan,P27,Kanna Arihara has a citizenship of,Kanna Arihara has a citizenship of Japan,Kanna Arihara has a citizenship of Switzerland,Switzerland,"Kanna Arihara has a citizenship of Switzerland. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Kanna Arihara has a citizenship of",Switzerland
Ovadia Yosef,hold-citizenship-of,Israel,P27,Ovadia Yosef holds a citizenship of,Ovadia Yosef holds a citizenship of Israel,Ovadia Yosef holds a citizenship of Afghanistan,Afghanistan,"Ovadia Yosef holds a citizenship of Afghanistan. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Ovadia Yosef holds a citizenship of",Afghanistan
Andreas Carlsson,is-citizen-of,Sweden,P27,Andreas Carlsson is a citizen of,Andreas Carlsson is a citizen of Sweden,Andreas Carlsson is a citizen of Egypt,Egypt,"Andreas Carlsson is a citizen of Egypt. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Andreas Carlsson is a citizen of",Egypt
Jean-Luc Brassard,have-citizenship-of,Canada,P27,Jean-Luc Brassard has a citizenship of,Jean-Luc Brassard has a citizenship of Canada,Jean-Luc Brassard has a citizenship of Malaysia,Malaysia,"Jean-Luc Brassard has a citizenship of Malaysia. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Jean-Luc Brassard has a citizenship of",Malaysia
Arne Vidar Røed,is-citizen-of,Norway,P27,Arne Vidar Røed is a citizen of,Arne Vidar Røed is a citizen of Norway,Arne Vidar Røed is a citizen of Vietnam,Vietnam,"Arne Vidar Røed is a citizen of Vietnam. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Arne Vidar Røed is a citizen of",Vietnam
Gianni Ferrio,hold-citizenship-of,Italy,P27,"Gianni Ferrio, who holds a citizenship of","Gianni Ferrio, who holds a citizenship of Italy","Gianni Ferrio, who holds a citizenship of Finland",Finland,"Gianni Ferrio, who holds a citizenship of Finland. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: Gianni Ferrio, who holds a citizenship of",Finland
