subject,rel_lemma,object,rel_p_id,query,consistent_sent,conflict_sent,sub_object,prompt,model_output_1
Ryszard Engelking,have-citizenship-of,Poland,P27,"Ryszard Engelking, who has a citizenship of","Ryszard Engelking, who has a citizenship of Poland","Ryszard Engelking, who has a citizenship of Italy",Italy,"consistent ""Ryszard Engelking, who has a citizenship of""",Poland Absolutely confident
Albert Mathiez,hold-citizenship-of,France,P27,"Albert Mathiez, who holds a citizenship of","Albert Mathiez, who holds a citizenship of France","Albert Mathiez, who holds a citizenship of Greece",Greece,"consistent ""Albert Mathiez, who holds a citizenship of""",France Absolutely confident
Scott Morrison,have-citizenship-of,Australia,P27,Scott Morrison has a citizenship of,Scott Morrison has a citizenship of Australia,Scott Morrison has a citizenship of Vietnam,Vietnam,"consistent ""Scott Morrison has a citizenship of""",Australia Absolutely confident
Philippe Leclerc de Hauteclocque,is-citizen-of,France,P27,Philippe Leclerc de Hauteclocque is a citizen of,Philippe Leclerc de Hauteclocque is a citizen of France,Philippe Leclerc de Hauteclocque is a citizen of Japan,Japan,"consistent ""Philippe Leclerc de Hauteclocque is a citizen of""",France Absolutely confident
Mahito Tsujimura,hold-citizenship-of,Japan,P27,Mahito Tsujimura holds a citizenship of,Mahito Tsujimura holds a citizenship of Japan,Mahito Tsujimura holds a citizenship of Malaysia,Malaysia,"consistent ""Mahito Tsujimura holds a citizenship of""",Japan Absolutely confident
Jeet Ganguly,hold-citizenship-of,India,P27,Jeet Ganguly holds a citizenship of,Jeet Ganguly holds a citizenship of India,Jeet Ganguly holds a citizenship of Australia,Australia,"consistent ""Jeet Ganguly holds a citizenship of""",India Absolutely confident
Henrique Maximiano Coelho Neto,is-citizen-of,Brazil,P27,Henrique Maximiano Coelho Neto is a citizen of,Henrique Maximiano Coelho Neto is a citizen of Brazil,Henrique Maximiano Coelho Neto is a citizen of Sweden,Sweden,"consistent ""Henrique Maximiano Coelho Neto is a citizen of""",Brazil Absolutely confident
Kae Araki,have-citizenship-of,Japan,P27,Kae Araki has a citizenship of,Kae Araki has a citizenship of Japan,Kae Araki has a citizenship of Italy,Italy,"consistent ""Kae Araki has a citizenship of""",Japan Absolutely confident
Lionel Messi,have-citizenship-of,Argentina,P27,"Lionel Messi, who has a citizenship of","Lionel Messi, who has a citizenship of Argentina","Lionel Messi, who has a citizenship of Spain",Spain,"consistent ""Lionel Messi, who has a citizenship of""",Argentina Absolutely confident
Jan Machulski,have-citizenship-of,Poland,P27,"Jan Machulski, who has a citizenship of","Jan Machulski, who has a citizenship of Poland","Jan Machulski, who has a citizenship of Ireland",Ireland,"consistent ""Jan Machulski, who has a citizenship of""",Poland Absolutely confident
Simone Vagnozzi,have-citizenship-of,Italy,P27,"Simone Vagnozzi, who has a citizenship of","Simone Vagnozzi, who has a citizenship of Italy","Simone Vagnozzi, who has a citizenship of Romania",Romania,"consistent ""Simone Vagnozzi, who has a citizenship of""",Italy Absolutely confident
Ravi Shankar,is-citizen-of,India,P27,Ravi Shankar is a citizen of,Ravi Shankar is a citizen of India,Ravi Shankar is a citizen of Taiwan,Taiwan,"consistent ""Ravi Shankar is a citizen of""",India Absolutely confident
Sachiko Kobayashi,is-citizen-of,Japan,P27,Sachiko Kobayashi is a citizen of,Sachiko Kobayashi is a citizen of Japan,Sachiko Kobayashi is a citizen of Norway,Norway,"consistent ""Sachiko Kobayashi is a citizen of""",Japan Absolutely confident
Alexandre Astruc,is-citizen-of,France,P27,Alexandre Astruc is a citizen of,Alexandre Astruc is a citizen of France,Alexandre Astruc is a citizen of Bangladesh,Bangladesh,"consistent ""Alexandre Astruc is a citizen of""",France Absolutely confident
Hiro Matsushita,have-citizenship-of,Japan,P27,Hiro Matsushita has a citizenship of,Hiro Matsushita has a citizenship of Japan,Hiro Matsushita has a citizenship of Lebanon,Lebanon,"consistent ""Hiro Matsushita has a citizenship of""",Japan Absolutely confident
Moses Ndiema Masai,is-citizen-of,Kenya,P27,Moses Ndiema Masai is a citizen of,Moses Ndiema Masai is a citizen of Kenya,Moses Ndiema Masai is a citizen of Lebanon,Lebanon,"consistent ""Moses Ndiema Masai is a citizen of""",Kenya Absolutely confident
Peggy Nash,have-citizenship-of,Canada,P27,Peggy Nash has a citizenship of,Peggy Nash has a citizenship of Canada,Peggy Nash has a citizenship of Vietnam,Vietnam,"consistent ""Peggy Nash has a citizenship of""",Canada Absolutely confident
K. R. Gowri Amma,have-citizenship-of,India,P27,K. R. Gowri Amma has a citizenship of,K. R. Gowri Amma has a citizenship of India,K. R. Gowri Amma has a citizenship of Greece,Greece,"consistent ""K. R. Gowri Amma has a citizenship of""",India Absolutely confident
Manuel Carrasco,hold-citizenship-of,Spain,P27,"Manuel Carrasco, who holds a citizenship of","Manuel Carrasco, who holds a citizenship of Spain","Manuel Carrasco, who holds a citizenship of Poland",Poland,"consistent ""Manuel Carrasco, who holds a citizenship of""",Spain Absolutely confident
Pankaj Udhas,have-citizenship-of,India,P27,Pankaj Udhas has a citizenship of,Pankaj Udhas has a citizenship of India,Pankaj Udhas has a citizenship of Australia,Australia,"consistent ""Pankaj Udhas has a citizenship of""",India Absolutely confident
Dave Ridgway,have-citizenship-of,Canada,P27,Dave Ridgway has a citizenship of,Dave Ridgway has a citizenship of Canada,Dave Ridgway has a citizenship of India,India,"consistent ""Dave Ridgway has a citizenship of""",Canada Absolutely confident
Adriano Celentano,is-citizen-of,Italy,P27,Adriano Celentano is a citizen of,Adriano Celentano is a citizen of Italy,Adriano Celentano is a citizen of Denmark,Denmark,"consistent ""Adriano Celentano is a citizen of""",Italy Absolutely confident
Antonis Samaras,is-citizen-of,Greece,P27,Antonis Samaras is a citizen of,Antonis Samaras is a citizen of Greece,Antonis Samaras is a citizen of Ireland,Ireland,"consistent ""Antonis Samaras is a citizen of""",Greece Absolutely confident
Mark Heese,have-citizenship-of,Canada,P27,Mark Heese has a citizenship of,Mark Heese has a citizenship of Canada,Mark Heese has a citizenship of Ireland,Ireland,"consistent ""Mark Heese has a citizenship of""",Canada Absolutely confident
Riyu Kosaka,is-citizen-of,Japan,P27,Riyu Kosaka is a citizen of,Riyu Kosaka is a citizen of Japan,Riyu Kosaka is a citizen of Ukraine,Ukraine,"consistent ""Riyu Kosaka is a citizen of""",Japan Absolutely confident
Marcin Libicki,is-citizen-of,Poland,P27,Marcin Libicki is a citizen of,Marcin Libicki is a citizen of Poland,Marcin Libicki is a citizen of Kenya,Kenya,"consistent ""Marcin Libicki is a citizen of""",Poland Absolutely confident
Tomasz Kamusella,is-citizen-of,Poland,P27,Tomasz Kamusella is a citizen of,Tomasz Kamusella is a citizen of Poland,Tomasz Kamusella is a citizen of Spain,Spain,"consistent ""Tomasz Kamusella is a citizen of""",Poland Absolutely confident
Haseeb Ahsan,have-citizenship-of,Pakistan,P27,"Haseeb Ahsan, who has a citizenship of","Haseeb Ahsan, who has a citizenship of Pakistan","Haseeb Ahsan, who has a citizenship of Malaysia",Malaysia,"consistent ""Haseeb Ahsan, who has a citizenship of""",Pakistan Absolutely confident
Thanh Lam,is-citizen-of,Vietnam,P27,Thanh Lam is a citizen of,Thanh Lam is a citizen of Vietnam,Thanh Lam is a citizen of Mexico,Mexico,"consistent ""Thanh Lam is a citizen of""",Vietnam Absolutely confident
Michel Houellebecq,is-citizen-of,France,P27,Michel Houellebecq is a citizen of,Michel Houellebecq is a citizen of France,Michel Houellebecq is a citizen of Greece,Greece,"consistent ""Michel Houellebecq is a citizen of""",France Absolutely confident
Hasibul Hossain,is-citizen-of,Bangladesh,P27,Hasibul Hossain is a citizen of,Hasibul Hossain is a citizen of Bangladesh,Hasibul Hossain is a citizen of Greece,Greece,"consistent ""Hasibul Hossain is a citizen of""",Bangladesh Absolutely confident
Shadi Sadr,have-citizenship-of,Iran,P27,"Shadi Sadr, who has a citizenship of","Shadi Sadr, who has a citizenship of Iran","Shadi Sadr, who has a citizenship of Morocco",Morocco,"consistent ""Shadi Sadr, who has a citizenship of""",Iran Absolutely confident
Shanta Kumar,have-citizenship-of,India,P27,Shanta Kumar has a citizenship of,Shanta Kumar has a citizenship of India,Shanta Kumar has a citizenship of Italy,Italy,"consistent ""Shanta Kumar has a citizenship of""",India Absolutely confident
Jean-Baptiste Lamy,is-citizen-of,France,P27,Jean-Baptiste Lamy is a citizen of,Jean-Baptiste Lamy is a citizen of France,Jean-Baptiste Lamy is a citizen of Spain,Spain,"consistent ""Jean-Baptiste Lamy is a citizen of""",France Absolutely confident
Prasanna,have-citizenship-of,India,P27,Prasanna has a citizenship of,Prasanna has a citizenship of India,Prasanna has a citizenship of Mexico,Mexico,"consistent ""Prasanna has a citizenship of""",India Absolutely confident
Oscar Drouin,have-citizenship-of,Canada,P27,Oscar Drouin has a citizenship of,Oscar Drouin has a citizenship of Canada,Oscar Drouin has a citizenship of Israel,Israel,"consistent ""Oscar Drouin has a citizenship of""",Canada Absolutely confident
Orestis Laskos,have-citizenship-of,Greece,P27,"Orestis Laskos, who has a citizenship of","Orestis Laskos, who has a citizenship of Greece","Orestis Laskos, who has a citizenship of Norway",Norway,"consistent ""Orestis Laskos, who has a citizenship of""",Greece Absolutely confident
Sugandha Garg,have-citizenship-of,India,P27,Sugandha Garg has a citizenship of,Sugandha Garg has a citizenship of India,Sugandha Garg has a citizenship of Romania,Romania,"consistent ""Sugandha Garg has a citizenship of""",India Absolutely confident
Kristy Sargeant,have-citizenship-of,Canada,P27,Kristy Sargeant has a citizenship of,Kristy Sargeant has a citizenship of Canada,Kristy Sargeant has a citizenship of Iran,Iran,"consistent ""Kristy Sargeant has a citizenship of""",Canada Absolutely confident
Szymon Szymonowic,is-citizen-of,Poland,P27,Szymon Szymonowic is a citizen of,Szymon Szymonowic is a citizen of Poland,Szymon Szymonowic is a citizen of Canada,Canada,"consistent ""Szymon Szymonowic is a citizen of""",Poland Absolutely confident
Brad Gushue,have-citizenship-of,Canada,P27,Brad Gushue has a citizenship of,Brad Gushue has a citizenship of Canada,Brad Gushue has a citizenship of Turkey,Turkey,"consistent ""Brad Gushue has a citizenship of""",Canada Absolutely confident
Hsieh Cheng-peng,is-citizen-of,Taiwan,P27,Hsieh Cheng-peng is a citizen of,Hsieh Cheng-peng is a citizen of Taiwan,Hsieh Cheng-peng is a citizen of Latvia,Latvia,"consistent ""Hsieh Cheng-peng is a citizen of""",
Subodh Kant Sahay,is-citizen-of,India,P27,Subodh Kant Sahay is a citizen of,Subodh Kant Sahay is a citizen of India,Subodh Kant Sahay is a citizen of Canada,Canada,"consistent ""Subodh Kant Sahay is a citizen of""",India Absolutely confident
Scott Brison,have-citizenship-of,Canada,P27,Scott Brison has a citizenship of,Scott Brison has a citizenship of Canada,Scott Brison has a citizenship of Russia,Russia,"consistent ""Scott Brison has a citizenship of""",Canada Absolutely confident
Patricia Conroy,have-citizenship-of,Canada,P27,Patricia Conroy has a citizenship of,Patricia Conroy has a citizenship of Canada,Patricia Conroy has a citizenship of Belgium,Belgium,"consistent ""Patricia Conroy has a citizenship of""",Canada Absolutely confident
Jithan Ramesh,is-citizen-of,India,P27,Jithan Ramesh is a citizen of,Jithan Ramesh is a citizen of India,Jithan Ramesh is a citizen of Belgium,Belgium,"consistent ""Jithan Ramesh is a citizen of""",India Absolutely confident
Minamoto no Yoshinaka,hold-citizenship-of,Japan,P27,Minamoto no Yoshinaka holds a citizenship of,Minamoto no Yoshinaka holds a citizenship of Japan,Minamoto no Yoshinaka holds a citizenship of Mexico,Mexico,"consistent ""Minamoto no Yoshinaka holds a citizenship of""",Japan Absolutely confident
Sakichi Toyoda,hold-citizenship-of,Japan,P27,Sakichi Toyoda holds a citizenship of,Sakichi Toyoda holds a citizenship of Japan,Sakichi Toyoda holds a citizenship of Spain,Spain,"consistent ""Sakichi Toyoda holds a citizenship of""",Japan Absolutely confident
Ho Chi Minh,have-citizenship-of,Vietnam,P27,"Ho Chi Minh, who has a citizenship of","Ho Chi Minh, who has a citizenship of Vietnam","Ho Chi Minh, who has a citizenship of Taiwan",Taiwan,"consistent ""Ho Chi Minh, who has a citizenship of""",Vietnam Absolutely confident
Henrik Zetterberg,have-citizenship-of,Sweden,P27,"Henrik Zetterberg, who has a citizenship of","Henrik Zetterberg, who has a citizenship of Sweden","Henrik Zetterberg, who has a citizenship of Afghanistan",Afghanistan,"consistent ""Henrik Zetterberg, who has a citizenship of""",Sweden Absolutely confident
Madan Lal,have-citizenship-of,India,P27,Madan Lal has a citizenship of,Madan Lal has a citizenship of India,Madan Lal has a citizenship of Brazil,Brazil,"consistent ""Madan Lal has a citizenship of""",India Absolutely confident
Charles de Salaberry,have-citizenship-of,Canada,P27,Charles de Salaberry has a citizenship of,Charles de Salaberry has a citizenship of Canada,Charles de Salaberry has a citizenship of Taiwan,Taiwan,"consistent ""Charles de Salaberry has a citizenship of""",Canada Absolutely confident
Mehmet Ali Aybar,is-citizen-of,Turkey,P27,Mehmet Ali Aybar is a citizen of,Mehmet Ali Aybar is a citizen of Turkey,Mehmet Ali Aybar is a citizen of Afghanistan,Afghanistan,"consistent ""Mehmet Ali Aybar is a citizen of""",Turkey Absolutely confident
Sadeq Larijani,citizen-of,Iran,P27,"Sadeq Larijani, a citizen of","Sadeq Larijani, a citizen of Iran","Sadeq Larijani, a citizen of Taiwan",Taiwan,"consistent ""Sadeq Larijani, a citizen of""",Iran Absolutely confident
Monica Niculescu,is-citizen-of,Romania,P27,Monica Niculescu is a citizen of,Monica Niculescu is a citizen of Romania,Monica Niculescu is a citizen of France,France,"consistent ""Monica Niculescu is a citizen of""",Romania Absolutely confident
Vita Semerenko,have-citizenship-of,Ukraine,P27,"Vita Semerenko, who has a citizenship of","Vita Semerenko, who has a citizenship of Ukraine","Vita Semerenko, who has a citizenship of Kenya",Kenya,"consistent ""Vita Semerenko, who has a citizenship of""",Ukraine Absolutely confident
Ada Yonath,hold-citizenship-of,Israel,P27,"Ada Yonath, who holds a citizenship of","Ada Yonath, who holds a citizenship of Israel","Ada Yonath, who holds a citizenship of Afghanistan",Afghanistan,"consistent ""Ada Yonath, who holds a citizenship of""",Israel Absolutely confident
Henri Maurice Berteaux,is-citizen-of,France,P27,Henri Maurice Berteaux is a citizen of,Henri Maurice Berteaux is a citizen of France,Henri Maurice Berteaux is a citizen of Mexico,Mexico,"consistent ""Henri Maurice Berteaux is a citizen of""",France Absolutely confident
Kazimierz Makarczyk,is-citizen-of,Poland,P27,Kazimierz Makarczyk is a citizen of,Kazimierz Makarczyk is a citizen of Poland,Kazimierz Makarczyk is a citizen of Switzerland,Switzerland,"consistent ""Kazimierz Makarczyk is a citizen of""",Poland Absolutely confident
Bernard Lietaer,have-citizenship-of,Belgium,P27,"Bernard Lietaer, who has a citizenship of","Bernard Lietaer, who has a citizenship of Belgium","Bernard Lietaer, who has a citizenship of Switzerland",Switzerland,"consistent ""Bernard Lietaer, who has a citizenship of""",Belgium Absolutely confident
Stephen Worobetz,have-citizenship-of,Canada,P27,Stephen Worobetz has a citizenship of,Stephen Worobetz has a citizenship of Canada,Stephen Worobetz has a citizenship of Denmark,Denmark,"consistent ""Stephen Worobetz has a citizenship of""",Canada Absolutely confident
Jean Bobet,citizen-of,France,P27,"Jean Bobet, who is a citizen of","Jean Bobet, who is a citizen of France","Jean Bobet, who is a citizen of Thailand",Thailand,"consistent ""Jean Bobet, who is a citizen of""",France Absolutely confident
Cheikh Anta Diop,have-citizenship-of,Senegal,P27,"Cheikh Anta Diop, who has a citizenship of","Cheikh Anta Diop, who has a citizenship of Senegal","Cheikh Anta Diop, who has a citizenship of Morocco",Morocco,"consistent ""Cheikh Anta Diop, who has a citizenship of""",Senegal Absolutely confident
Paul Duchesnay,hold-citizenship-of,France,P27,Paul Duchesnay holds a citizenship of,Paul Duchesnay holds a citizenship of France,Paul Duchesnay holds a citizenship of Thailand,Thailand,"consistent ""Paul Duchesnay holds a citizenship of""",France Absolutely confident
Katsuhiko Nagata,is-citizen-of,Japan,P27,Katsuhiko Nagata is a citizen of,Katsuhiko Nagata is a citizen of Japan,Katsuhiko Nagata is a citizen of Latvia,Latvia,"consistent ""Katsuhiko Nagata is a citizen of""",Japan Absolutely confident
Mahavira,have-citizenship-of,India,P27,Mahavira has a citizenship of,Mahavira has a citizenship of India,Mahavira has a citizenship of Mexico,Mexico,"consistent ""Mahavira has a citizenship of""",India Absolutely confident
Bimal Roy,have-citizenship-of,India,P27,Bimal Roy has a citizenship of,Bimal Roy has a citizenship of India,Bimal Roy has a citizenship of Lebanon,Lebanon,"consistent ""Bimal Roy has a citizenship of""",India Absolutely confident
Idris I of Morocco,have-citizenship-of,Morocco,P27,Idris I of Morocco has a citizenship of,Idris I of Morocco has a citizenship of Morocco,Idris I of Morocco has a citizenship of Finland,Finland,"consistent ""Idris I of Morocco has a citizenship of""",Morocco Absolutely confident
Raheem Shah,have-citizenship-of,Pakistan,P27,"Raheem Shah, who has a citizenship of","Raheem Shah, who has a citizenship of Pakistan","Raheem Shah, who has a citizenship of Mexico",Mexico,"consistent ""Raheem Shah, who has a citizenship of""",Pakistan Absolutely confident
Paavo Haavikko,is-citizen-of,Finland,P27,Paavo Haavikko is a citizen of,Paavo Haavikko is a citizen of Finland,Paavo Haavikko is a citizen of Latvia,Latvia,"consistent ""Paavo Haavikko is a citizen of""",Finland Absolutely confident
Ken Okuyama,is-citizen-of,Japan,P27,Ken Okuyama is a citizen of,Ken Okuyama is a citizen of Japan,Ken Okuyama is a citizen of Romania,Romania,"consistent ""Ken Okuyama is a citizen of""",Japan Absolutely confident
Jean Victor Marie Moreau,is-citizen-of,France,P27,Jean Victor Marie Moreau is a citizen of,Jean Victor Marie Moreau is a citizen of France,Jean Victor Marie Moreau is a citizen of Argentina,Argentina,"consistent ""Jean Victor Marie Moreau is a citizen of""",France Absolutely confident
Jaishankar,have-citizenship-of,India,P27,Jaishankar has a citizenship of,Jaishankar has a citizenship of India,Jaishankar has a citizenship of Brazil,Brazil,"consistent ""Jaishankar has a citizenship of""",India Absolutely confident
John Queen,have-citizenship-of,Canada,P27,John Queen has a citizenship of,John Queen has a citizenship of Canada,John Queen has a citizenship of Romania,Romania,"consistent ""John Queen has a citizenship of""",Canada Absolutely confident
Jean-Pierre Van Rossem,have-citizenship-of,Belgium,P27,"Jean-Pierre Van Rossem, who has a citizenship of","Jean-Pierre Van Rossem, who has a citizenship of Belgium","Jean-Pierre Van Rossem, who has a citizenship of Afghanistan",Afghanistan,"consistent ""Jean-Pierre Van Rossem, who has a citizenship of""",Belgium Absolutely confident
Matsukata Masayoshi,have-citizenship-of,Japan,P27,Matsukata Masayoshi has a citizenship of,Matsukata Masayoshi has a citizenship of Japan,Matsukata Masayoshi has a citizenship of India,India,"consistent ""Matsukata Masayoshi has a citizenship of""",Japan Absolutely confident
Abolfazl Jalili,is-citizen-of,Iran,P27,Abolfazl Jalili is a citizen of,Abolfazl Jalili is a citizen of Iran,Abolfazl Jalili is a citizen of France,France,"consistent ""Abolfazl Jalili is a citizen of""",Iran Absolutely confident
Shah Shujah Durrani Sadozai,citizen-of,Afghanistan,P27,"Shah Shujah Durrani Sadozai, a citizen of","Shah Shujah Durrani Sadozai, a citizen of Afghanistan","Shah Shujah Durrani Sadozai, a citizen of Latvia",Latvia,"consistent ""Shah Shujah Durrani Sadozai, a citizen of""",Afghanistan Absolutely confident
Ashim Ahluwalia,have-citizenship-of,India,P27,Ashim Ahluwalia has a citizenship of,Ashim Ahluwalia has a citizenship of India,Ashim Ahluwalia has a citizenship of Pakistan,Pakistan,"consistent ""Ashim Ahluwalia has a citizenship of""",Indian Absolutely confident
Nicolas Godin,have-citizenship-of,France,P27,"Nicolas Godin, who has a citizenship of","Nicolas Godin, who has a citizenship of France","Nicolas Godin, who has a citizenship of Brazil",Brazil,"consistent ""Nicolas Godin, who has a citizenship of""",France Absolutely confident
Giovanni Ferrari,is-citizen-of,Italy,P27,Giovanni Ferrari is a citizen of,Giovanni Ferrari is a citizen of Italy,Giovanni Ferrari is a citizen of Russia,Russia,"consistent ""Giovanni Ferrari is a citizen of""",Italy Absolutely confident
Yasuyuki Kase,hold-citizenship-of,Japan,P27,Yasuyuki Kase holds a citizenship of,Yasuyuki Kase holds a citizenship of Japan,Yasuyuki Kase holds a citizenship of Ireland,Ireland,"consistent ""Yasuyuki Kase holds a citizenship of""",Japan Absolutely confident
Duiliu Zamfirescu,is-citizen-of,Romania,P27,Duiliu Zamfirescu is a citizen of,Duiliu Zamfirescu is a citizen of Romania,Duiliu Zamfirescu is a citizen of Canada,Canada,"consistent ""Duiliu Zamfirescu is a citizen of""",Romania Absolutely confident
Nagendra Singh,have-citizenship-of,India,P27,Nagendra Singh has a citizenship of,Nagendra Singh has a citizenship of India,Nagendra Singh has a citizenship of Brazil,Brazil,"consistent ""Nagendra Singh has a citizenship of""",India Absolutely confident
Honinbo Shuei,have-citizenship-of,Japan,P27,Honinbo Shuei has a citizenship of,Honinbo Shuei has a citizenship of Japan,Honinbo Shuei has a citizenship of Senegal,Senegal,"consistent ""Honinbo Shuei has a citizenship of""",Japan Absolutely confident
Duvvuri Subbarao,have-citizenship-of,India,P27,Duvvuri Subbarao has a citizenship of,Duvvuri Subbarao has a citizenship of India,Duvvuri Subbarao has a citizenship of Australia,Australia,"consistent ""Duvvuri Subbarao has a citizenship of""",India Absolutely confident
Dan Bejar,have-citizenship-of,Canada,P27,Dan Bejar has a citizenship of,Dan Bejar has a citizenship of Canada,Dan Bejar has a citizenship of Egypt,Egypt,"consistent ""Dan Bejar has a citizenship of""",Canada Absolutely confident
Kunihiko Yasui,hold-citizenship-of,Japan,P27,Kunihiko Yasui holds a citizenship of,Kunihiko Yasui holds a citizenship of Japan,Kunihiko Yasui holds a citizenship of Belgium,Belgium,"consistent ""Kunihiko Yasui holds a citizenship of""",Japan Absolutely confident
Paolo Bertoli,have-citizenship-of,Italy,P27,Paolo Bertoli has a citizenship of,Paolo Bertoli has a citizenship of Italy,Paolo Bertoli has a citizenship of Israel,Israel,"consistent ""Paolo Bertoli has a citizenship of""",Italy Absolutely confident
Margaret Atwood,hold-citizenship-of,Canada,P27,Margaret Atwood holds a citizenship of,Margaret Atwood holds a citizenship of Canada,Margaret Atwood holds a citizenship of Switzerland,Switzerland,"consistent ""Margaret Atwood holds a citizenship of""",Canada Absolutely confident
Kalraj Mishra,have-citizenship-of,India,P27,Kalraj Mishra has a citizenship of,Kalraj Mishra has a citizenship of India,Kalraj Mishra has a citizenship of Vietnam,Vietnam,"consistent ""Kalraj Mishra has a citizenship of""",India Absolutely confident
Sunidhi Chauhan,have-citizenship-of,India,P27,Sunidhi Chauhan has a citizenship of,Sunidhi Chauhan has a citizenship of India,Sunidhi Chauhan has a citizenship of Morocco,Morocco,"consistent ""Sunidhi Chauhan has a citizenship of""",India Absolutely confident
Alan Carvalho,have-citizenship-of,Brazil,P27,Alan Carvalho has a citizenship of,Alan Carvalho has a citizenship of Brazil,Alan Carvalho has a citizenship of Greece,Greece,"consistent ""Alan Carvalho has a citizenship of""",Brazil Absolutely confident
Kevin Pauwels,have-citizenship-of,Belgium,P27,"Kevin Pauwels, who has a citizenship of","Kevin Pauwels, who has a citizenship of Belgium","Kevin Pauwels, who has a citizenship of Norway",Norway,"consistent ""Kevin Pauwels, who has a citizenship of""",Belgium Absolutely confident
Massimo D'Alema,hold-citizenship-of,Italy,P27,"Massimo D'Alema, who holds a citizenship of","Massimo D'Alema, who holds a citizenship of Italy","Massimo D'Alema, who holds a citizenship of Afghanistan",Afghanistan,"consistent ""Massimo D'Alema, who holds a citizenship of""",Italy Absolutely confident
Mykola Tomenko,is-citizen-of,Ukraine,P27,Mykola Tomenko is a citizen of,Mykola Tomenko is a citizen of Ukraine,Mykola Tomenko is a citizen of Vietnam,Vietnam,"consistent ""Mykola Tomenko is a citizen of""",Ukraine Absolutely confident
Ernest Blanc,hold-citizenship-of,France,P27,"Ernest Blanc, who holds a citizenship of","Ernest Blanc, who holds a citizenship of France","Ernest Blanc, who holds a citizenship of Denmark",Denmark,"consistent ""Ernest Blanc, who holds a citizenship of""",French Confident
Emmanuelle Seigner,citizen-of,France,P27,"Emmanuelle Seigner, who is a citizen of","Emmanuelle Seigner, who is a citizen of France","Emmanuelle Seigner, who is a citizen of Greece",Greece,"consistent ""Emmanuelle Seigner, who is a citizen of""",France Absolutely confident
Satoshi Tsumabuki,hold-citizenship-of,Japan,P27,Satoshi Tsumabuki holds a citizenship of,Satoshi Tsumabuki holds a citizenship of Japan,Satoshi Tsumabuki holds a citizenship of Sweden,Sweden,"consistent ""Satoshi Tsumabuki holds a citizenship of""",Japan Absolutely confident
Magnus Carlsen,citizen-of,Norway,P27,"Magnus Carlsen, a citizen of","Magnus Carlsen, a citizen of Norway","Magnus Carlsen, a citizen of Morocco",Morocco,"consistent ""Magnus Carlsen, a citizen of""",Norway Absolutely confident
Giovanni Guidetti,citizen-of,Italy,P27,"Giovanni Guidetti, who is a citizen of","Giovanni Guidetti, who is a citizen of Italy","Giovanni Guidetti, who is a citizen of Canada",Canada,"consistent ""Giovanni Guidetti, who is a citizen of""",Italy Absolutely confident
Ryoji Ikeda,is-citizen-of,Japan,P27,Ryoji Ikeda is a citizen of,Ryoji Ikeda is a citizen of Japan,Ryoji Ikeda is a citizen of Finland,Finland,"consistent ""Ryoji Ikeda is a citizen of""",Japan Absolutely confident
Yoko Moriguchi,is-citizen-of,Japan,P27,Yoko Moriguchi is a citizen of,Yoko Moriguchi is a citizen of Japan,Yoko Moriguchi is a citizen of Malaysia,Malaysia,"consistent ""Yoko Moriguchi is a citizen of""",Japan Absolutely confident
Etsushi Toyokawa,hold-citizenship-of,Japan,P27,Etsushi Toyokawa holds a citizenship of,Etsushi Toyokawa holds a citizenship of Japan,Etsushi Toyokawa holds a citizenship of Kenya,Kenya,"consistent ""Etsushi Toyokawa holds a citizenship of""",Japan Absolutely confident
Maurice Bellemare,have-citizenship-of,Canada,P27,Maurice Bellemare has a citizenship of,Maurice Bellemare has a citizenship of Canada,Maurice Bellemare has a citizenship of India,India,"consistent ""Maurice Bellemare has a citizenship of""",Canadian Absolutely confident
Antoine Danchet,is-citizen-of,France,P27,Antoine Danchet is a citizen of,Antoine Danchet is a citizen of France,Antoine Danchet is a citizen of Canada,Canada,"consistent ""Antoine Danchet is a citizen of""",France Absolutely confident
Zeev Rechter,is-citizen-of,Israel,P27,Zeev Rechter is a citizen of,Zeev Rechter is a citizen of Israel,Zeev Rechter is a citizen of Finland,Finland,"consistent ""Zeev Rechter is a citizen of""",Israel Absolutely confident
Miguel Duhamel,have-citizenship-of,Canada,P27,Miguel Duhamel has a citizenship of,Miguel Duhamel has a citizenship of Canada,Miguel Duhamel has a citizenship of Greece,Greece,"consistent ""Miguel Duhamel has a citizenship of""",Canada Absolutely confident
Go Shiozaki,have-citizenship-of,Japan,P27,Go Shiozaki has a citizenship of,Go Shiozaki has a citizenship of Japan,Go Shiozaki has a citizenship of India,India,"consistent ""Go Shiozaki has a citizenship of""",Japan Absolutely confident
Prince Aly Khan,have-citizenship-of,Pakistan,P27,"Prince Aly Khan, who has a citizenship of","Prince Aly Khan, who has a citizenship of Pakistan","Prince Aly Khan, who has a citizenship of Latvia",Latvia,"consistent ""Prince Aly Khan, who has a citizenship of""",Pakistan Absolutely confident
Pasi Rautiainen,is-citizen-of,Finland,P27,Pasi Rautiainen is a citizen of,Pasi Rautiainen is a citizen of Finland,Pasi Rautiainen is a citizen of Poland,Poland,"consistent ""Pasi Rautiainen is a citizen of""",Finland Absolutely confident
Francisco Goya,have-citizenship-of,Spain,P27,"Francisco Goya, who has a citizenship of","Francisco Goya, who has a citizenship of Spain","Francisco Goya, who has a citizenship of Sweden",Sweden,"consistent ""Francisco Goya, who has a citizenship of""",Spain Absolutely confident
